FOODID;FOODNAME;LANG
33321;FISH VEGETABLE SOUP, IMPORTED WHITE FISH;EN
33323;SPORT BEVERAGE, CARBOHYDRATE DRINK, DEXAL HEAVY, CONCENTRATE;EN
33324;CHICKEN TIKKA MASALA WITH JASMINE RICE, KITCHEN JOY, READY MEAL;EN
33329;RED CURRY VEGETABLES WITH JASMINE RICE, KITCHEN JOY, READY MEAL;EN
33332;FISH ROOT VEGETABLE STEW, IMPORTED WHITE FISH;EN
33333;SWEET CHILI CHICKEN TERIYAKI WITH JASMINE RICE, KITCHEN JOY, READY MEAL;EN
33334;SPORT BEVERAGE, PROTEIN DRINK, PRO FX ZERO CARB;EN
33337;WHITE FISH, PANGASIUS/HAKE/TILAPIA, AVERAGE, OVEN-BAKED, WITHOUT SALT;EN
33338;SPORT BEVERAGE, CARBOHYDRATE DRINK, LEADER CARBO ENERGY;EN
33339;CHICKEN FILLET IN HONEY MARINADE;EN
33342;QUARK, FLAVOURED, 4.5% FAT, VALIO RAHKAVAAHTO, LACTOSE-FREE;EN
33343;SPORT BEVERAGE, PROTEIN DRINK, LEADER PROTEIN 40;EN
33344;(ARC)QUARK, FLAVOURED, 2.9% FAT, VALIO VÄLIPALARAHKA, LOW-LACTOSE;EN
33345;BUN, SHROVE BUN, WHIPPED CREAM, JAM AND ALMOND PASTE;EN
33346;BUN, LOW-FAT MILK;EN
33353;SAUSAGE AND FRENCH FRIES WITH ALL SEASONINGS;EN
33355;SAUSAGE AND FRENCH FRIES;EN
33356;(ARC)YOGHURT, FLAVOURED, ACTIVIA, 3% FAT, LOW-LACTOSE, PROBIOTICS;EN
33357;INSTANT COFFEE, POWDER;EN
33360;SPORT BEVERAGE, CARBOHYDRATE-PROTEIN DRINK, PRO FX RECOVERY;EN
33363;CHICKEN FILLET, MARINATED, FRIED IN OIL;EN
33364;CHICKEN FILLET, MARINATED, OVEN-BAKED;EN
33365;CHICKEN FILLET STRIPS, MARINATED, FRIED;EN
33367;SPORT BEVERAGE, CARBOHYDRATE-PROTEIN DRINK, LEADER RECOVERY;EN
33368;KEBAB WITH FRIES;EN
33370;KEBAB MEAT, 75% MEAT;EN
33371;KEBAB WITH RICE;EN
33372;SPORT BEVERAGE, CARBOHYDRATE-PROTEIN DRINK, AVERAGE OF PRODUCTS;EN
33374;KEBAB ISKENDER;EN
33375;SPORT BEVERAGE, CARBOHYDRATE DRINK, AVERAGE OF PRODUCTS;EN
33376;SPORT BEVERAGE, PROTEIN DRINK, AVERAGE OF PRODUCTS;EN
33377;HOTDOG WITH ALL SEASONINGS, GRILL;EN
33378;HOTDOG, WITHOUT SEASONINGS, GRILL;EN
33380;HAMBURGER WITH SAUSAGE, WITH ALL SEASONINGS, GRILL;EN
33382;SALMON, WARM SMOKED;EN
33383;DEEP-FRIED MEAT PASTY WITH SAUSAGE AND CONDIMENTS;EN
33384;HAMBURGER WITH SAUSAGE, WITHOUT SEASONINGS, GRILL;EN
33385;DEEP-FRIED MEAT PASTY WITH SAUSAGE;EN
33386;MISO SOUP WITH TOFU;EN
33387;SUSHI NIGIRI WITH SALMON, WITHOUT SEAWEED;EN
33389;SUSHI NIGIRI WITH CRAYFISH TAIL, WITHOUT SEAWEED;EN
33390;OMELETTE, JAPANESE TAMAGO;EN
33391;SUSHI NIGIRI WITH OMELETTE, TAMAGO;EN
33392;SUSHI MAKI WITH TUNA AND SEAWEED;EN
33394;SUSHI MAKI WITH CUCUMBER AND SEAWEED;EN
33395;MASHED POTATO POWDER, RAINBOW;EN
33396;MASHED POTATO POWDER, PIRKKA/FELIX;EN
33397;MASHED POTATO POWDER, ELDORADO;EN
33398;MASHED POTATOES, MASHED POTATO POWDER, WATER, ELDORADO;EN
33399;MASHED POTATOES, MASHED POTATO POWDER, WATER, RAINBOW;EN
33400;MASHED POTATOES, MASHED POTATO POWDER, WATER, PIRKKA/FELIX;EN
33402;SEMOLINA LINGONBERRY PORRIDGE, WHIPPED, PIRKKA/SAARIOINEN;EN
33403;MEAL REPLACEMENT, PROTEIN BAR, 54 % PROTEIN;EN
33404;QUARK, FLAVOURED, 3% FAT, DANIO;EN
33405;QUARK, FLAVOURED, 4.4% FAT, DANIO STRACCIATELLA;EN
33406;MINCED MEAT, BACON AND POTATO CASSEROLE, HK, READY MEAL;EN
33408;POWAN, WARM SMOKED;EN
33409;RAINBOW TROUT FILLET, COLD SMOKED;EN
33410;YOGHURT, FLAVOURED, 2% FAT;EN
33414;RAINBOW TROUT, FILLET, HOT SMOKED;EN
33415;FISH, WARM SMOKED, AVERAGE;EN
33419;RAINBOW TROUT, FILLET;EN
33420;SALMON FILLET, COLD SMOKED;EN
33421;MULTIGRAIN BREAD, LOW-CARB, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33424;MACKEREL, SMOKED;EN
33428;COFFEE, INSTANT, DRINK;EN
33432;SUFFELI CHOCOLATE BAR, WAFFLE, TOFFEE FILLING AND MILK CHOCOLATE;EN
33433;BASIL, DRIED;EN
33434;PUDDING, SEMOLINA PUDDING;EN
33436;ROSE HIP, DRIED, ROSE HIP POWDER;EN
33438;CAFE LATTE, UNSWEETENED, FAT-FREE MILK;EN
33439;CAFE LATTE, UNSWEETENED, LOW-FAT MILK;EN
33440;MILK, 1.5% FAT, BOILED;EN
33441;CAPPUCCINO, UNSWEETENED, LOW-FAT MILK;EN
33442;CAFE LATTE, UNSWEETENED, SOY DRINK;EN
33447;MARSHMALLOW;EN
33448;OAT PORRIDGE, OAT FLAKES, LOW-FAT MILK, WITHOUT SALT;EN
33449;CHEESE, AVERAGE;EN
33452;(ARC)SOY PRODUCT, SOURED, PLAIN, 2.3% FAT;EN
33454;WHITE SAUCE WITH CHEESE, LOW-FAT MILK, THICKENED WITH FLOUR AND BUTTER;EN
33455;BROWN GRAVY, NO ADDED FAT;EN
33456;SPINACH;EN
33457;PIZZA, HAM PIZZA;EN
33458;FLATBREAD ROLL WITH REINDEER;EN
33459;PEASOUP WITH BEEF STEAK MINCE;EN
33460;SANDWICH, BAGUETTE, HAM, SUBWAY;EN
33461;CABBAGE SOUP WITH BEEF AND CARROT;EN
33462;SANDWICH, BAGUETTE, TUNA, SUBWAY;EN
33464;CABBAGE STEW WITH RICE AND SOYA MINCE;EN
33465;CHEESE, HALLOUMI CHEESE, 22% FAT;EN
33466;MILK, AVERAGE, 1 UG ADDED VITAMIN D;EN
33469;SMOOTHIE, FRUIT/BERRY, YOGHURT AND MILK;EN
33471;BUN, NATURALLY GLUTEN-FREE, HOME-MADE, LOW-FAT MILK;EN
33472;SMOOTHIE, FRUIT/BERRY;EN
33473;BUN, GLUTEN-FREE, HOME-MADE, LOW-FAT MILK, CONTAINS WHEAT STARCH;EN
33474;BUN, GLUTEN-FREE, HOME-MADE, WATER, CONTAINS WHEAT STARCH;EN
33477;VEGETABLES, FRESH, FRIED, ONION, SWEET PEPPER, ZUCCHINI, TOMATO, CARROT;EN
33478;COD, OVEN-BAKED;EN
33479;REINDEER SOUP;EN
33482;TAPAS, MARINATED CHAMPIGNON, OLIVE OIL;EN
33484;JALAPENO PEPPER, CANNED, IN VINEGAR;EN
33485;TAPAS, CREAM CHEESE-FILLED JALAPENO PEPPER, OLIVE OIL;EN
33486;(ARC)MARGARINE 60%, KEIJU DELI VOIMAKAS, 20 UG VITAMIN D;EN
33487;VEGETABLE FAT SPREAD 70%, KEIJU LACTOSE FREE, CATERING, 20 UG VITAMIN D;EN
33488;MARGARINE 40%, KEIJU LIGHT, LACTOSE-FREE, CATERING, 20 UG VITAMIN D;EN
33489;MARGARINE 60%, KEIJU NORMALLY SALTED, CATERING, 20 UG VITAMIN D;EN
33491;SMOKED REINDEER SOUP;EN
33492;REINDEER STEW WITH PORK AND ROOT VEGETABLES;EN
33493;BOLOGNESE, REINDEER MINCE, CRÈME FRAICHE;EN
33494;SWEET PEPPER, RED, CANNED;EN
33495;REINDEER AND CHEESE PIE, SHORTCRUST PASTRY;EN
33496;VEGETABLE FAT SPREAD 70%, BECEL GOLD, 20 UG VITAMIN D;EN
33498;CHICKEN SCHNITZEL, BREADED, CHEESE FILLING, FRIED;EN
33499;SOYA MINCE, WHITE OR DARK;EN
33501;TOFU, SOFT, SOYA PRODUCT;EN
33502;VEGAN FRANKFURTER, TOFU SAUSAGE;EN
33519;SWEETENER, STEVIA, CANDEREL GREEN POWDER;EN
33520;SWEETENER, STEVIA, CANDEREL GREEN TABLET;EN
33521;SWEETENER, STEVIA, CANDEREL GREEN STICK;EN
33525;FAT POWDER, FOR FOOD INDUSTRY;EN
33531;(ARC)BUN, JAM AND QUARK FILLING, PULLAVA, OULULAINEN, FAZER;EN
33534;FRANKFURTER, TURKEY, LIGHT, BOILED;EN
33535;RICE PORRIDGE, MILK, SALT, OVEN-BAKED;EN
33536;REINDEER SOUP, POTATO AND CARROT;EN
33537;MEAT SOUP, ELK, POTATO, CARROT;EN
33540;CHICKEN NUGGETS, BREADED, HK/KARINIEMI;EN
33542;CHOCOLATE, PLAIN, DARK CHOCOLATE, 80%;EN
33549;EGG POWDER, FOR FOOD INDUSTRY;EN
33550;EGG WHITE POWDER, FOR FOOD INDUSTRY;EN
33551;EGG YOLK POWDER, FOR FOOD INDUSTRY;EN
33553;SWEET AND SOUR SAUCE;EN
33554;CHEESE, POLAR TÄYTELÄINEN, 28% FAT;EN
33555;CHEESE, SEMI-HARD CHEESE, 5% FAT, VALIO POLAR;EN
33556;CHEESE, SEMI-HARD CHEESE, 15% FAT, VALIO POLAR;EN
33558;SALTED CRACKER, SALTINE CRACKER, INDUSTRIAL, PIRKKA/RAINBOW;EN
33559;STRAWBERRY JAM, 46% SUGAR, INDUSTRIAL;EN
33561;PORK NUGGETS, DEEP-FRIED, RAPESEED PORK, HK;EN
33562;VEGETABLE BALL, HÄLSANS KÖK, CONTAINS GLUTEN;EN
33564;SALMON FILLET, OVEN-BAKED;EN
33565;FROZEN VEGETABLE MIX, CARROT-BEAN-BROCCOLI-CAULIFLOWER;EN
33566;SALAD, BEETROOT SALAD, FRESH, FELIX;EN
33568;NUT AND FRUIT MIX, SALTED NUTS, DRIED FRUITS;EN
33569;NUT MIX, WITHOUT SALT;EN
33579;NUT MIX, SALTED;EN
33583;ARTICHOKE, BOILED;EN
33584;SOUR MILK, ACIDOPHILUS BIFIDUS, 2% FAT, PROBIOTICS;EN
33585;MAIZE PORRIDGE, POLENTA, MILK, SALT;EN
33586;ICE CREAM, SNICKERS;EN
33587;FISH, WEIGHTED AVERAGE;EN
33588;OMELETTE, VEGETABLE OMELETTE;EN
33589;FISH, WEIGHTED AVERAGE, BOILED;EN
33590;FISH, WEIGHTED AVERAGE, FRIED;EN
33592;SANDWICH, PANINI, CHICKEN, MR PANINI;EN
33594;FRUIT DRINK, MEHUKATTI FRUIT SNACK, AVERAGE;EN
33596;OAT DRINK WITHOUT MILK, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33597;SOYA DRINK, PLAIN, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33598;BISCUIT, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33599;SPINACH SOUP, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33600;RICE DRINK, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33601;MASHED POTATO POWDER, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33602;MASHED POTATOES, MASHED POTATO POWDER, WATER, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33603;SALAD, ITALIAN SALAD WITH MAYONNAISE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33604;SALAD, POTATO SALAD WITH MAYONAISE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33605;KARELIAN PASTY, RICE FILLING, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33606;SANDWICH, PANINI, HAM AND SALAMI, MR PANINI;EN
33608;SANDWICH, PANINI, MOZZARELLA, MR PANINI;EN
33609;MINCED MEAT HAMBURGER PATTY, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33612;MEATBALL, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33613;DIGESTIVE BISCUIT, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33615;CHICKEN MEATBALL, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33616;BREAKFAST CEREAL, CHOCOLATE CEREAL, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33617;LASAGNE, READY MEAL, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33619;LIVER CASSEROLE, RICE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33622;MACARONI AND MEAT CASSEROLE, READY MEAL, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33624;MINCED MEAT AND MASHED POTATO CASSEROLE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33626;PUDDING, MILK PUDDING, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33629;QUARK, DESSERT QUARK, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33630;MUESLI, CRUNCHY, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33631;FLOUR MIXTURE, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33632;PASTA, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33637;BISCUIT, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33638;SAUCE MIX, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33640;SAUCE, WATER AND SAUCE POWDER, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33659;BREAKFAST CEREAL, CORN FLAKES, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33660;MULTIGRAIN BREAD, AAMIAISLEIPÄ, SLICED, PERHELEIPURIT;EN
33661;(ARC)RYE BREAD, SLICED, AAMIAISLEIPÄ, PERHELEIPURIT;EN
33663;MULTIGRAIN BREAD, OAT BREAD, JÄLKIUUNIKAURALEIPÄ, VAASAN;EN
33664;MULTIGRAIN BREAD, SLICED, ARKIVIIPALEET, VAASAN;EN
33665;RYE BREAD, SLICED, WHOLEGRAIN RYE, JYVÄLIMPPU, VAASAN;EN
33666;MULTIGRAIN BREAD, LOW-CARB, SUNFLOWER SEED, LINSEED, HALVED, MINIHIILARI, VAASAN;EN
33668;KARELIAN PASTY, RICE FILLING, SMALL, ISOÄIDIN RUKIINEN, VAASAN;EN
33669;KARELIAN PASTY, RICE FILLING, ISOÄIDIN RUKIINEN, VAASAN;EN
33670;MULTIGRAIN BREAD, LOW-CARB, SUNFLOWER SEED, LINSEED, SLICED, MINIHIILARI, VAASAN;EN
33671;PROFEEL PROTEIN DRINK, VALIO, 1 UG VITAMIN D;EN
33673;(ARC)MULTIGRAIN BREAD, 100% WHOLEGRAIN, OULULAINEN VAALEA REISSUMIES, FAZER;EN
33674;MULTIGRAIN BREAD, POTATO FLATBREAD, OULULAINEN PIKKURIESKA, FAZER;EN
33675;SOUR MILK, 1% FAT, LOW-LACTOSE, 1 UG VITAMIN D;EN
33677;MULTIGRAIN BREAD, MIXED SEEDS, ALKU JYVÄPALA, FAZER;EN
33678;SOUR MILK, ACIDOPHILUS BIFIDUS, 2% FAT, 1 UG VITAMIN D, PROBIOTICS;EN
33679;SOUR MILK, ACIDOPHILUS BIFIDUS, 1.5% FAT, 1 UG VITAMIN D, PROBIOTICS;EN
33680;(ARC)TOAST, CHEESE TOAST, FAZER;EN
33681;(ARC)SOUR MILK, 0.4% FAT, LOW-LACTOSE, 1 UG VITAMIN D, PROBIOTICS, AKTIIVI;EN
33682;SOUR MILK, 2% FAT, LOW-LACTOSE, 1 UG VITAMIN D;EN
33683;SOUR MILK, 2% FAT;EN
33685;SOUR MILK, ACIDOPHILUS BIFIDUS, 1.5% FAT, LOW-LACTOSE, PROBIOTICS;EN
33689;(ARC)YOGHURT, DRINKABLE, KIDIUS GEFILUS, LOW-LACTOSE 1.7% FAT, VIT D, PROBIOTICS;EN
33690;YOGHURT, FLAVOURED, 2.6% FAT, LOW-LACTOSE, 30% LESS SUGAR;EN
33692;(ARC)YOGHURT, DRINKABLE, FLAVOURED, FAT-FREE, VITALINEA;EN
33694;TOAST, MULTIGRAIN TOAST, FAZER VIISI VILJAA;EN
33695;YOGHURT, FLAVOURED, 2.7% FAT, AB, LOW-LACTOSE, PROBIOTICS;EN
33696;YOGHURT, FLAVOURED, AB, 3.3% FAT, CONTAINS PROBIOTICS;EN
33697;YOGHURT, PLAIN, AB, 2.5% FAT, PROBIOTICS;EN
33698;YOGHURT, PLAIN, AB, 0.2% FAT, PROBIOTICS;EN
33699;MULTIGRAIN BREAD, BREAD ROLL, RYE AND WHEAT FLOUR, RUISVEHNÄSÄMPYLÄ, FAZER;EN
33700;YOGHURT, FLAVOURED, AB, 0.2% FAT, PROBIOTICS;EN
33703;YOGHURT, DRINKABLE, 0.9% FAT, PROBIOTICS;EN
33704;TOAST, CHEESE TOAST, LINKOSUO;EN
33708;MULTIGRAIN BREAD, MUHEVA, LEIVON LEIPOMO, PERHELEIPURIT;EN
33710;(ARC)GEFILUS DRINK, EFFECT DRINK, FAT-FREE, LACTOSE-FREE, VITAMIN D, PROBIOTICS;EN
33711;KARELIAN PASTY, RICE FILLING, VUOKSEN, FAZER;EN
33714;YOGHURT, FLAVOURED, 3.2% FAT, LACTOSE-FREE, A+, 1 UG VITAMIN D;EN
33715;BREAKFAST CEREAL, WHEAT FLAKES, KELLOGG'S ALL-BRAN APPLE & FIG, VITAMINS;EN
33718;BREAKFAST CEREAL, RICE-WHEAT FLAKES, KELLOGG'S ALL-BRAN CRUNCHY BITES;EN
33720;BREAKFAST CEREAL, WHEAT LOOPS, HONEY MONSTER SUGAR PUFFS, RAISIO, VITAMINS;EN
33721;BREAKFAST CEREAL, WHEAT LOOPS, HONEY MONSTER CHOCO PUFFS, RAISIO, VITAMINS;EN
33723;BREAKFAST CEREAL, MULTIGRAIN CHOCOLATE CEREAL, KELLOGG'S COCO POPS ROCKS;EN
33724;BREAKFAST CEREAL, CHOCOLATE WHEAT CEREAL, KELLOGG'S COCO POP CRUNCHERS;EN
33725;YOGHURT, FLAVOURED, REDUCOL, 2% FAT, LOW-LACTOSE, PLANT STEROLS, PROBIOTICS;EN
33726;VEGETABLE FAT SPREAD 70%, AVERAGE OF INDUSTRIAL PRODUCTS;EN
33727;YOGHURT, PLAIN, PIRKKA REDUCOL, 2.5% FAT, LOW-LACTOSE;EN
33728;CURD MILK, PLAIN, 1.5% FAT, LACTOSE-FREE;EN
33729;(ARC)SOUR MILK, 0.4% FAT, LOW-LACTOSE, 0.9 UG VIT D, PROBIOTICS, AKTIIVI VANILLA;EN
33730;(ARC)MUESLI WITH DRIED FRUIT, ELOVENA PLUS;EN
33732;MUESLI WITH DRIED BERRIES, ELOVENA PLUS;EN
33733;MUESLI, KELLOGG'S EXTRA CLASSIC;EN
33735;MUESLI, KELLOGG'S EXTRA FRUIT;EN
33736;MUESLI, KELLOGG'S EXTRA CHOCOLATE;EN
33739;MILK, 4.4% FAT, WITHOUT ADDED VITAMIN D, UNHOMOGENIZED;EN
33740;FRANKFURTER, LIGHT, FRIED WITHOUT FAT;EN
33756;MULTIGRAIN BREAD, OAT BREAD, 100 % OAT, VAASAN;EN
33757;ORANGE JUICE, UNSWEETENED, 60 MG VITAMIN C;EN
33758;HAM, COOKED, 2% FAT;EN
33759;(ARC)MILK DRINK WITH JUICE, FAT-FREE, GEFILUS;EN
33760;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, A+ CEREAL, 1 UG VITAMIN D;EN
33766;WATER, BOILED;EN
33783;MULTIGRAIN BREAD, OAT BREAD, KAURATYYNYT, VAASAN;EN
33790;MILK, 1.5% FAT, LACTOSE-FREE, VALIO EILA, 2 UG ADDED VITAMIN D;EN
33791;MILK, 0% FAT, LACTOSE-FREE, VALIO EILA, 2 UG ADDED VITAMIN D;EN
33792;MILK, 3% FAT, LACTOSE-FREE, EILA, 2 UG ADDED VITAMIN D;EN
33804;REINDEER AND POTATO CASSEROLE, SAARIOINEN, READY MEAL;EN
33813;CHICKEN SOUP, INDUSTRIAL, RAINBOW, READY MEAL;EN
33845;SALAMI, LIGHT, 22% FAT;EN
33846;CHEESE PASTY, VAASAN KOTIUUNIN;EN
33847;DANISH PASTRY, STRAWBERRY AND VANILLA CUSTARD FILLING, VAASAN KOTIUUNIN;EN
33848;BUN, BERRY AND QUARK FILLING, RAINBOW;EN
33849;BERRY KISSEL, 30 MG ADDED VITAMIN C, INDUSTRIAL;EN
33850;BERRY KISSEL, 20 MG ADDED VITAMIN C, INDUSTRIAL;EN
33851;BERRY KISSEL, 40 MG ADDED VITAMIN C, INDUSTRIAL;EN
33852;SOUR MILK, FAT-FREE, VALIO EILA, LACTOSE-FREE, 2 UG VITAMIN D;EN
33853;CHICKEN SALAD, SAARIOINEN;EN
33855;BLUEBERRY PIE, INDUSTRIAL, FAZER;EN
33856;CREAM SAUCE WITH MEAT BOUILLON;EN
33862;SALAD, COLESLAW, INDUSTRIAL;EN
33863;CHOCOLATE SWISS ROLL, RAINBOW;EN
33866;BUN, CHOCOLATE AND VANILLA FILLING, TIIKERIKRANSSI, VAASAN ISOÄIDIN;EN
33867;BUN, RASPBERRY AND APPLE FILLING, PORMESTARINPITKO, VAASAN;EN
33872;BREAST MILK;EN
33882;MARGARINE 80%, FLORA KULTA;EN
33883;SALAD, TZATZIKI SALAD, ATRIA;EN
33884;JUICE DRINK, PINEAPPLE-CARROT, GEFILUS, CALCIUM, VITAMIN C AND D, PROBIOTICS;EN
33885;QUARK, FLAVOURED, PROFEEL PROTEIN QUARK, LACTOSE-FREE;EN
33886;OATMEAL SANDWICH COOKIE WITH CREME FILLING;EN
33888;SANDWICH COOKIE, BALLERINA;EN
33889;CHOCOLATE, MILK CHOCOLATE WITH HAZELNUTS;EN
33890;CARROT PATTY, CONTAINS SOY PROTEIN, APETIT;EN
33891;CHEESE, HALLOUMI CHEESE, FRIED;EN
33893;TOFU, BREADED, FRIED IN OIL;EN
33896;FRUIT PUREE, UNSWEETENED, 100 % FRUIT;EN
33897;BERRY PUREE, UNSWEETENED, 100% FRUIT;EN
33899;CORN STARCH, MAIZENA EXPRESS;EN
33900;OAT DRINK WITHOUT MILK, OATLY CHOCOLATE, CALCIUM, VITAMIN D;EN
33901;OAT DRINK WITHOUT MILK, OATLY, CALCIUM, VITAMINS;EN
33903;(ARC)YOGHURT, FLAVOURED, KIDIUS GEFILUS, 2% FAT, LOW-LACTOSE, 1.5% VITAMIN D;EN
33905;BERRY KISSEL, VALIO GEFILUS BLUEBERRY-RASPBERRY, VITAMINS, PROBIOTICS;EN
33907;JUICE DRINK, WHEY DRINK, GEFILUS, VITAMINS, PROBIOTICS, LOW-LACTOSE;EN
33908;JUICE DRINK, ORANGE-PEACH, GEFILUS, FIBRE, VITAMIN C AND D, PROBIOTICS;EN
33909;JUICE DRINK, GEFILUS, VITAMIN C AND D, PROBIOTICS;EN
33910;YOGHURT, DRINKABLE, ACTIMEL, 1.5% FAT, 0.75 UG VITAMIN D, PROBIOTICS;EN
33911;YOGHURT, DRINKABLE,ACTIMEL, FAT-FREE, VIT. D, PROBIOTICS, ARTIFICIALLY SWEETENED;EN
33912;(ARC)YOGHURT, DRINKABLE, ACTIMEL POWERFRUIT, 1.5% FAT, VITAMIN C+D, PROBIOTICS;EN
33914;MILKSHAKE, HESBURGER, VANILLA;EN
33915;MILKSHAKE, VANILLA, MCDONALD'S;EN
33924;CREAM, VALIO STRAWBERRY/CHOCOLATE, LACTOSE-FREE;EN
33925;QUORN, FILLET, PIECES, MINCE;EN
33927;TURKEY COLD CUTS;EN
33928;APPLESAUCE, SWEETENED;EN
33933;BERRY KISSEL, INDUSTRIAL, PROVIVA, 35 MG VITAMIN C, PROBIOTICS;EN
34079;PORRIDGE FLAKE MIX WITH FIBRE, NALLE;EN
34080;PORRIDGE WITH FIBRE, WATER, SALT, NALLE;EN
34110;CORN STARCH, MAIZENA BROWN/LIGHT;EN
34127;MILK, 1.5% FAT, VALIO PLUS, 2 UG ADDED VITAMIN D;EN
34136;SEAWEED, NORI, DRIED;EN
34137;SEAWEED, WAKAME, DRIED;EN
34140;COCONUT OIL;EN
34159;ROCKET, ARUGULA;EN
34180;CHICKEN DRUMSTICK WITH SKIN, RAW;EN
34183;BEEF, ASSORTMENT E, MEAT FOR GRAVY;EN
34184;RAPESEED PORK, PORK STRIPS;EN
34185;PORK, CEREAL-FED, STRIPS;EN
34187;BEEF TENDERLOIN;EN
34188;PORK FILLET, SIRLOIN;EN
34189;PORK, ASSORTMENT 0, PORK FOR SAUCE;EN
34190;PORK, KASSLER STEAK, RAW;EN
34201;BEEF, LEAN, AVERAGE;EN
34208;CHICKEN DRUMSTICK WITH SKIN, GRILLED;EN
34209;CHICKEN DRUMSTICK WITH SKIN, BAKED IN OVEN;EN
34210;PORK FILLET, SIRLOIN, OVEN-BAKED;EN
34211;PORK FILLET, TENDERLOIN, FRIED;EN
34212;PORK FILLET, SIRLOIN, FRIED;EN
34213;BEEF, LEAN, BOILED, WITHOUT ADDED SALT;EN
34214;BEEF TENDERLOIN, OVEN-BAKED, ROASTED BEEF TENDERLOIN;EN
34215;BEEF TENDERLOIN, FRIED;EN
34216;BEEF TENDERLOIN, GRILLED;EN
34219;BEEF, ASSORTMENT E, MEAT FOR GRAVY, WITHOUT ADDED SALT, BOILED;EN
34220;RAPESEED PORK, STRIPS, FRIED IN OIL;EN
34221;PORK, CEREAL-FED, STRIPS, FRIED IN OIL;EN
34223;PORK, ASSORTMENT 0, PORK FOR SAUCE, BOILED WITHOUT SALT;EN
34225;PORK, KASSLER STEAK, FRIED;EN
34226;PORK, KASSLER STEAK, GRILLED;EN
34228;SPINACH, FROZEN;EN
34229;PEA, GREEN, FROZEN;EN
34230;WILD ROCKET, SAND ROCKET;EN
34231;GARDEN LETTUCE;EN
34232;RADICCHIO;EN
34233;ROMAINE LETTUCE;EN
34234;ONION, RED ONION;EN
34235;RADISH, WHITE;EN
34236;PEA SHOOT;EN
34237;CORN SALAD, LAMB'S LETTUCE;EN
34238;CORIANDER, FRESH;EN
34239;NORTHERN MILKCAP;EN
34240;FUNNEL CHANTERELLE;EN
34241;WOOLLY MILKCAP;EN
34242;FLOUR, WHEAT FLOUR, SEMI-COARSE, V600;EN
34243;BEAN, BROAD BEAN, FAVA BEAN, FRESH;EN
34244;SUGAR SNAP PEAS, FRESH;EN
34245;SESAME SEED, WHITE, WITHOUT HULL;EN
34246;FLOUR, RYE, WHOLEGRAIN RYE FLOUR R800;EN
34247;FLOUR, RYE, WHOLEGRAIN RYE FLOUR R1000;EN
34248;FLOUR, BARLEY, WHOLE GRAIN BARLEY FLOUR;EN
34249;FLOUR, COARSE WHEAT FLOUR;EN
34252;POWAN, WHITEFISH, POLLAN, LAVARET, FARMED;EN
34253;HERRING, PICKLED, CANNED;EN
34254;SEAWEED, KOMBU, DRIED;EN
34255;SALMON, FARMED;EN
34256;RAINBOW TROUT, FARMED;EN
34261;YOGHURT, FLAVOURED, 2.7% FAT;EN
34262;HAM GRAVY, COOKING CREAM;EN
34263;CAKE, MUD CAKE, CHOCOLATE CAKE;EN
34265;BERRY AND FRUIT YOGHURT 2% FAT, LOW-LACTOSE, -30% SUGAR, VITD 1 UG;EN
34276;JUICE DRINK, 40% LESS SUGAR, SWEETENED WITH STEVIA, VALIO GRANDI;EN
34277;MUESLI WITH NUTS;EN
34303;BEBE PASTRY;EN
34304;MACARON PASTRY;EN
34305;PASTRY WITH POTATO AND COCOA;EN
34306;MILLE-FEUILLE, NAPOLEON PASTRY;EN
34361;MANGO, WITHOUT SKIN;EN
34362;AVOCADO SAUCE;EN
34380;BEAN, WHITE BEAN, NAVY BEAN;EN
