FOODID;FOODNAME;LANG
8100;BALTIC HERRING WITH CREAM CHEESE;EN
8111;SQUID, DEEP-FRIED;EN
8500;EGG, FRIED;EN
8501;EGG YOLK, FRIED;EN
8502;EGG WHITE, FRIED;EN
8503;OMELETTE, PLAIN, FRENCH OMELETTE;EN
8504;OMELETTE, CHEESE OMELETTE;EN
8505;OMELETTE, SPINACH OMELETTE;EN
8506;SCRAMBLED EGGS, LOW-FAT MILK;EN
8509;EGG AND BUTTER SPREAD, HARD-BOILED EGG AND BUTTER MIXTURE;EN
8510;HARD-BOILED EGG AND COTTAGE CHEESE MIXTURE;EN
8512;SPINACH AND EGG CASSEROLE, LOW-FAT MILK;EN
8513;EGG, BOILED;EN
8514;OMELETTE ROLL, SALMON FILLING;EN
8515;OMELETTE ROLL, HAM FILLING;EN
11001;(ARC)ROOT VEGETABLE, AVERAGE, LIGHT COLORED;EN
11002;(ARC)LEAF VEGETABLE, AVERAGE, DARK GREEN;EN
11004;ROE, AVERAGE;EN
11005;4-GRAIN FLAKES;EN
11006;RYE BREAD, FINE RYE BREAD, WATER, FINE RYE AND DARK WHEAT FLOUR;EN
11007;ROSE HIP;EN
11012;STRAWBERRY JAM, 54% SUGAR, HOME-MADE;EN
11013;ORANGE MARMALADE;EN
11014;PALM OIL;EN
11030;FLOUR, RYE, FINE RYE FLOUR;EN
11041;PEA SOUP, CANNED, UNDILUTED, WITH PORK;EN
11045;ORANGE WITHOUT SKIN;EN
11046;MANDARIN, AVERAGE, WITHOUT SKIN;EN
11047;GRAPEFRUIT, WITHOUT SKIN;EN
11048;LEMON, WITHOUT SKIN;EN
11049;BANANA, WITHOUT SKIN;EN
11050;KIWI FRUIT, WITHOUT SKIN;EN
11051;PEACH/NECTARINE, WITHOUT SKIN AND STONE;EN
11052;CHERRY WITHOUT STONE;EN
11053;PLUM, WITHOUT STONE;EN
11054;APRICOT, AVERAGE, WITHOUT STONE;EN
11055;WATERMELON, WITHOUT SKIN;EN
11056;PINEAPPLE, WITHOUT SKIN;EN
11057;AVOCADO, WITHOUT SKIN AND STONE;EN
11059;TUNA, AVERAGE;EN
11060;APPLE, DOMESTIC, WITHOUT SKIN;EN
11061;APPLE, IMPORTED, WITHOUT SKIN;EN
11062;PEAR, WITHOUT SKIN;EN
11063;PRUNE, WITHOUT STONE;EN
11064;CHAMPIGNON, CANNED;EN
11065;ROSE HIP PUREE, WITHOUT SUGAR;EN
11067;TUNA, IN WATER, CANNED;EN
11068;PUDDING, MILK PUDDING, INDUSTRIAL;EN
11069;WINE, NON-ALCOHOLIC;EN
11070;PEA SOUP, CANNED, DILUTED, WITH PORK;EN
11071;EXOTIC FRUIT, AVERAGE, MANGO/PAPAYA, WITHOUT SKIN;EN
11072;SOURED CUCUMBER;EN
11074;SPROUT, ALFALFA;EN
11086;NUT, CASHEW NUT;EN
11087;SESAME SEED PASTE TAHINI, WITHOUT ADDED SALT;EN
11089;CHICK PEA IN UNSALTED WATER;EN
11090;BEAN, WHITE BEAN, IN TOMATO SAUCE;EN
11092;WHEY POWDER. FOR FOOD INDUSTRY;EN
11094;KARELIAN PASTY, RICE FILLING, INDUSTRIAL, LACTOSE-FREE;EN
11095;DOUGHNUT, BAKERY;EN
11110;VEGETABLE PATTY, CONTAINS SOY PROTEIN;EN
11120;BUN, CINNAMON BUN, INDUSTRIAL, WATER;EN
11123;BUN, FAT-FREE MILK POWDER, BAKERY;EN
11124;BUN, HIGH-FAT, LOW-FAT MILK, BAKERY;EN
11126;MULTIGRAIN BREAD, WATER, GRAHAM, RYE AND WHEAT FLOUR;EN
11130;CREAM CHEESE, 6-11% FAT, FLAVOURED;EN
11131;CHEESE, WHITE MOULD CHEESE, 40% FAT;EN
11132;(ARC)CREAM CHEESE-LIKE VEGETABLE FAT PRODUCT, 24-30% FAT;EN
11133;CHEESE, SEMI-HARD CHEESE, LIGHT, 15-18% FAT;EN
11134;BASIL, FRESH;EN
11135;BAMBOO SHOOTS, CANNED;EN
11136;CREAM, LOW-FAT, 25% FAT;EN
11142;ICE LOLLY, AVERAGE;EN
11144;SALAD DRESSING, YOGHURT, HOME-MADE;EN
11145;MILK, 0% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D;EN
11146;CHEESE, FINNISH OVEN CHEESE, LOW-LACTOSE, 17-23% FAT;EN
11148;ICE CREAM BAR, CREAM BASED, CHOCOLATE FLAVOURED;EN
11149;ICE CREAM WITH SORBET COATING, AVERAGE;EN
11150;CHICKEN MARINATED, WITHOUT SKIN;EN
11152;SOUR CREAM, 10-12% FAT, LOW-LACTOSE;EN
11154;CURD MILK, PLAIN, 2% FAT, LOW-LACTOSE;EN
11155;COTTAGE CHEESE, 2-5% FAT, LOW-LACTOSE;EN
11156;QUARK, <0.5% FAT, LOW-LACTOSE;EN
11157;(ARC)CHEESE, VEGETABLE FAT, 28% FAT;EN
11158;VEGETABLE MIX, CAULIFLOWER, BROCCOLI, CARROT;EN
11159;CREME FRAICHE, 15-18% FAT;EN
11164;VANILLIN SAUCE;EN
11165;SOUR MILK, FAT-FREE, LOW-LACTOSE, 1 UG VITAMIN D;EN
11172;ICE CREAM BAR, VEGETABLE FAT, CHOCOLATE COATED;EN
11173;ICE CREAM CORNET, VEGETABLE FAT;EN
11177;PEPPER, BLACK PEPPER;EN
11178;PEPPER, WHITE PEPPER;EN
11182;PAPRIKA POWDER;EN
11184;CINNAMON;EN
11185;CLOVES;EN
11186;GINGER, GROUND;EN
11187;CARDAMOM;EN
11188;VANILLIN SUGAR;EN
11191;OREGANO, DRIED;EN
11194;THYME, DRIED;EN
11196;AROMATIC SALT, 71% SALT CONTENT;EN
11197;HP-SAUCE, BROWN SAUCE;EN
11198;GLUCOSE;EN
11203;HONEYDEW MELON, WITHOUT SKIN;EN
11210;PASTILLE SWEETENED WITH XYLITOL, ADDED VITAMIN C;EN
11211;CHEESE, FETA CHEESE IN BRINE, MADE WITH GOAT MILK, 25% FAT;EN
11212;SUNFLOWER SEED;EN
11287;VEGETABLE FAT SPREAD 28%, MINI LÄTTA;EN
11469;FRUIT PUREE AVERAGE, INDUSTRIAL BABYFOOD;EN
11470;BERRY PUREE, AVERAGE, INDUSTRIAL BABYFOOD;EN
11471;CARROT-POTATO PUREE, AVERAGE, INDUSTRIAL BABYFOOD;EN
11472;BEEF-VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD;EN
11473;PORK-VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD;EN
11474;CHICKEN-VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD;EN
11475;FISH AND VEGETABLE PUREE, AVERAGE, INDUSTRIAL BABYFOOD;EN
11476;MINCED MEAT AND SPAGHETTI, AVERAGE, INDUSTRIAL BABYFOOD;EN
11503;GRAPE JUICE, UNSWEETENED;EN
11505;BANANA CHIP;EN
11507;RICE STARCH;EN
11508;PORK, BOILED WITHOUT SALT;EN
11511;POTATO, PEELED, BOILED WITHOUT SALT;EN
11512;PORK CHOP, CUTLET;EN
11513;PORK FILLET, BONELESS TENDERLOIN, FAT 4.5 %;EN
11514;POTATO PUREE, HOMEMADE BABYFOOD, WITHOUT SALT;EN
11515;POTATO PUREE, MILK, HOME-MADE BABYFOOD, WITHOUT SALT;EN
11516;POTATO-CARROT PUREE, HOME-MADE BABYFOOD, WITHOUT SALT;EN
11517;BEEF-POTATO PUREE, HOME-MADE BABYFOOD, WITHOUT SALT;EN
11518;PORK-POTATO PUREE, HOME-MADE BABYFOOD, WITHOUT SALT;EN
11519;PUREE WITH FISH AND VEGETABLE, HOME-MADE BABYFOOD, WITHOUT SALT;EN
11520;CHICKEN-VEGETABLE PUREE, HOME-MADE BABYFOOD, WITHOUT SALT;EN
11521;RICE, WHITE, LONG-GRAIN, PARBOILED;EN
11522;RYE AND RICE MIX, CRASHED RYE GRAIN;EN
11523;SALAD, BEETROOT SALAD WITH MAYONNAISE;EN
11550;CREAM CHEESE, 30% FAT, FLAVOURED, LOW-LACTOSE;EN
11551;TURKEY BREAST;EN
11553;FRUIT JAM, AVERAGE;EN
11557;LEMON JUICE, UNSWEETENED, UNDILUTED;EN
11558;ORANGE JUICE, UNSWEETENED, ADDED CALCIUM;EN
11562;BEEF MINCE, 17% FAT;EN
11563;CHICKEN LEG AND THIGH WITH SKIN;EN
11564;CHICKEN BREAST WITH SKIN;EN
11565;CHICKEN BREAST STRIPS WITHOUT SKIN;EN
11568;(ARC)BLENDED SPREAD 60%, 10 UG VITAMIN D;EN
11571;CREAM CHEESE, LOW-FAT, 11% FAT, PLAIN;EN
11572;(ARC)MILK, 0% FAT, WITH ADDED CALCIUM AND 0.5 UG VITAMIN D;EN
11580;SNACK BAR WITH NUTS, SWEET;EN
11581;(ARC)SOY PRODUCT, SOURED, 1% FAT, VITAMINS AND CALCIUM;EN
11587;ROSE HIP DRINK, CONTAINS OAT AND LACTOBACILLUS PLANTARUM, PRO VIVA;EN
11589;HORSERADISH;EN
11680;POTATO, PEELED, VACUUM PACKED, CATERING;EN
11685;COOKING OIL, 50% PALM, 25% PALM KERNEL AND 25% RAPESEED OIL;EN
11687;RICE DRINK;EN
11689;ASPARAGUS, RAW, CLEANED;EN
11690;MAYONNAISE, 15% FAT, LOW-FAT;EN
11691;ROE, AVERAGE, SALTED;EN
11694;YOGHURT, FLAVOURED WITH JAM, 2% FAT, LOW-LACTOSE;EN
11695;RAPESEED OIL, COLD PRESSED;EN
11700;SOY PROTEIN CONCENTRATE, 58% PROTEIN;EN
11701;PALM KERNEL OIL;EN
11723;YOGHURT, FLAVOURED, 3% FAT;EN
11725;BERRY AND FRUIT CULTURED MILK 2 % FAT;EN
11726;CURD MILK, FLAVOURED, 1% FAT, LOW-LACTOSE;EN
11727;YOGHURT, FLAVOURED, 2.5% FAT;EN
11730;MULTIGRAIN BREAD, GRAHAM ROLL, WATER;EN
11733;WHITE BREAD, WHEAT ROLL, WATER;EN
11734;SHIITAKE MUSHROOM;EN
11735;OYSTER MUSHROOM;EN
11736;YOGHURT, PLAIN, 1.5% FAT;EN
11739;VEGETABLE FAT SPREAD 35%, BECEL PRO-ACTIV;EN
28905;FLOUR, WHOLE WHEAT FLOUR;EN
28908;BARLEY, PEARL, BOILED WITH SALT;EN
28909;RYE MACARONI;EN
28910;RICE, BROWN;EN
28911;RICE, BROWN, BOILED, SALT;EN
28912;RYE MACARONI, BOILED, SALT;EN
28913;POTATO, UNPEELED, AVARAGE, RAW;EN
28914;POTATO, UNPEELED, BOILED WITH SALT;EN
28915;MUSKMELON/CANTALOUPE MELON, WITH SKIN;EN
28916;APPLE, AVERAGE, WITH SKIN;EN
28917;PEAR, WITH SKIN;EN
28918;PLUM, WITH STONE;EN
28919;PRUNE, WITH STONE;EN
28920;CHERRY WITH STONE;EN
28921;APRICOT, AVERAGE, WITH STONE;EN
28922;PEACH/NECTARINE, AVERAGE, WITH STONE;EN
28923;PINEAPPLE, WITH SKIN;EN
28924;ORANGE, AVERAGE, WITH SKIN;EN
28925;LEMON, WITH SKIN;EN
28926;GRAPEFRUIT, AVERAGE, WITH SKIN;EN
28927;VEGETARIAN SAUSAGE, CONTAINS SOYA;EN
28928;GRAPE LEAVES, CANNED;EN
28929;LAMB MINCE, 14% FAT;EN
28930;CHICKEN MINCE;EN
28931;WATERMELON, WITH SKIN;EN
28932;GRAPE, AVERAGE, GREEN OR RED;EN
28933;AVOCADO  WITH SKIN AND STONE;EN
28934;BANANA, WITH SKIN;EN
28935;MANDARIN, AVERAGE, WITH SKIN;EN
28936;FIG, DRIED, WITH STEM;EN
28937;DATE, DRIED, WITH STONE;EN
28938;OLIVE, AVERAGE, WITHOUT STONE, IN OIL, GREEN/BLACK;EN
28939;KIWI FRUIT, WITH SKIN;EN
28941;APPLE, DOMESTIC, WITH SKIN;EN
28942;APPLE, IMPORTED, WITH SKIN;EN
28943;SWEET CORN, COB, BOILED, WITHOUT SALT;EN
28944;HONEYDEW MELON WITH SKIN;EN
28945;TURKEY MINCE, FAT 5-6%;EN
28946;PORK MINCE, FAT 16 %;EN
28947;BACON, FILLET, 18% FAT;EN
28948;KARELIAN PASTY FILLED WITH CARROT AND RICE, INDUSTRIAL;EN
28949;KARELIAN PASTY, RICE FILLING, WHEAT CRUST;EN
28950;DUCHESS POTATOES;EN
28951;POTATO CROQUETTE, DEEP-FRIED;EN
28952;POTATO, BAKED WITH SKIN, NO FILLING;EN
28953;POTATO, NEW, BOILED WITH SALT;EN
28954;POTATO, NEW, BOILED WITHOUT SALT;EN
28955;POTATO, UNPEELED, BOILED WITHOUT SALT;EN
28956;SWEETENED POTATO CASSEROLE, LOW-FAT MILK;EN
28957;MOUSSAKA, PORK-BEEF MINCE, POTATOES, LOW-FAT MILK;EN
28958;SWEET CORN, COB, GRILLED;EN
28959;GRAPE LEAVES, STUFFED WITH RICE, DOLMA;EN
28961;SOY BOLOGNESE;EN
28962;SWEET CORN, CORN ON THE COB;EN
28963;VEGETABLE POTATO STEW;EN
28966;CHICK PEA PATTY, FALAFEL, FRIED;EN
28967;SALAD, CABBAGE, CARROT, PINEAPPLE, MAYONNAISE;EN
28968;SALAD, WALDORF SALAD, CELERIAC, APPLE, WALNUT AND MAYONNAISE;EN
28969;NOODLE, BOILED, WITHOUT SALT;EN
28970;RICE PORRIDGE, WATER, SALT;EN
28971;DOUGHNUT, CHOCOLATE COATED;EN
28973;DOUGHNUT, LEMON COATED;EN
28974;BUN, WATER;EN
28975;OVEN-BAKED PANCAKE, WATER;EN
28976;RHUBARB CRISP DELIGHT, RHUBARB, OAT FLAKES;EN
28977;MERINGUE;EN
28978;CHICKEN AND POTATO CASSEROLE, COOKING CREAM;EN
28979;CHICKEN AND POTATO CASSEROLE, COOKING CREAM (VEGETABLE FAT);EN
28980;CHICKEN HASH, POTATO, WITHOUT EGG;EN
28981;CHICKEN MEATLOAF;EN
28982;MACARONI AND PORK BEEF MINCE CASSEROLE, MEAT BOUILLON;EN
28983;BEEF, RAW, MARINATED IN SALT;EN
28984;STEAK TARTARE;EN
28985;ROE SAUCE, CRÈME FRAÎCHE;EN
28986;CRAYFISH, BOILED;EN
28987;LOBSTER, BOILED;EN
28988;MUSSEL GRAVY. LOW-FAT MILK;EN
28989;RAINBOW TROUT, SALT-CURED, CARPACCIO WITH LEMON AND OIL;EN
28990;SNAILS IN GARLIC BUTTER;EN
28991;CAFE AU LAIT, UNSWEETENED, WHOLE MILK;EN
28992;MILK, WHOLE MILK, 3.5% FAT, BOILED;EN
28993;CAFE LATTE, UNSWEETENED, WHOLE MILK;EN
28994;BUN, WATER, OIL;EN
28996;BUN, LOW-FAT MILK, OIL;EN
28998;BUN, WATER, BUTTER;EN
29000;BUN, LOW-FAT MILK, BUTTER;EN
29002;MULTIGRAIN BREAD, BREAD ROLL, WATER, OIL, FLOUR MIX;EN
29003;MULTIGRAIN BREAD, BREAD ROLL, FAT-FREE MILK, OIL, FLOUR MIX;EN
29005;MULTIGRAIN BREAD, BREAD ROLL, WATER, BUTTER, FLOUR MIX;EN
29006;MULTIGRAIN BREAD, BREAD ROLL, LOW-FAT MILK, BUTTER, FLOUR MIX;EN
29007;MULTIGRAIN BREAD, BREAD ROLL, WHOLE MILK, BUTTER, FLOUR MIX;EN
29008;VEGETABLE BOUILLON CUBE;EN
29009;CHICKEN BOUILLON CUBE, CONTAINS WHEAT;EN
29010;FISH STOCK CUBE;EN
29011;PERCH, BAKED IN FOIL WITH BUTTER;EN
29012;BEETROOT AND RICE CASSEROLE, LOW-FAT MILK;EN
29013;CREAMY MUSSEL SOUP;EN
29014;COCONUT MILK;EN
29015;BERRY SMOOTHIE WITH ICE CREAM;EN
29016;FRUIT SMOOTHIE, FRUIT SHAKE, YOGHURT, ICE CREAM;EN
29017;CHEESE FONDUE;EN
29018;CHICKEN MINCE PATTY, FRIED;EN
29019;LAMB MINCE PATTY, FRIED;EN
29020;PORK MINCE PATTY, FRIED;EN
29021;TURKEY MINCE PATTY, FRIED;EN
29022;BEAN, GREEN BEAN, STRING BEAN, BOILED;EN
29023;PASTA-ROE-SHRIMPSALAD, AVOCADO, OIL-BASED DRESSING;EN
29024;FISH SOUP WITH COCONUT MILK;EN
29025;MUSHROOM-BARLEY SOUP;EN
29026;VEGETABLE BOUILLON, DISSOLVED;EN
29027;COLD CUCUMBER SOUP;EN
29028;AUBERGINE FILLED WITH TOMATO AND CHEESE;EN
29029;RISOTTO, AVOCADO AND PESTO RISOTTO;EN
29030;VEGETABLE SOUP WITH COCONUT MILK;EN
29031;NOODLE SOUP, VEGETABLES;EN
29032;VEGETABLES, GRATINATED, VEGETABLE GRATIN;EN
29033;CHEESY VEGETABLE SOUP;EN
29034;PURÉED VEGETABLE SOUP, PEA, CARROT, SWEETCORN, COOKING CREAM (VEG. FAT);EN
29035;PEA SOUP, PUREED, WITH WHITE WINE;EN
29036;ROOT VEGETABLE SOUP, PUREED, COOKING CREAM (VEG. FAT);EN
29037;ROOT VEGETABLE SOUP, PUREED;EN
29038;MACARONI AND VEGETABLE SOUP;EN
29039;SHRIMP SOUP WITH CARROT AND COOKING CREAM (VEG. FAT);EN
29040;CREAMY OYSTER SOUP;EN
29041;TUNA SALAD WITH VEGETABLES, WITHOUT DRESSING;EN
29042;HAM AND POTATO CASSEROLE, COOKING CREAM (VEG. FAT);EN
29043;FISH AND POTATO CASSEROLE, JANSSON'S TEMPTATION, COOKING CREAM (VEG. FAT);EN
29044;WHITE SAUCE, LOW-FAT MILK, THICKENED WITH FLOUR AND BUTTER;EN
29045;WHITE SAUCE, LOW-FAT MILK, THICKENED WITH FLOUR AND OIL;EN
29046;BROWN GRAVY, THICKENED WITH BUTTER AND FLOUR;EN
29047;BROWN GRAVY, THICKENED WITH OIL AND FLOUR;EN
29048;WOK-VEGETABLES, CARROT-CHAMPIGNON-ONION-SWEET PEPPER-PEA, FROZEN;EN
29049;WOK-VEGETABLES, GREEN BEAN-CARROT-SWEET PEPPER- SWEET CORN-PARSNIP, FROZEN;EN
29050;BACON, FILLET, 18% FAT, FRIED;EN
29053;WHITE BREAD, BAGUETTE, GARLIC BUTTER/HERB BUTTER FILLING;EN
29054;TOAST, OATS TOAST, OAT FLOUR, OAT FLAKES;EN
29055;NOODLE, RICE NOODLE;EN
29056;NOODLE, RICE NOODLE, BOILED WITHOUT SALT;EN
29060;CHEESE, FETA TYPE SALAD CHEESE IN BRINE, FAT 12-15%;EN
29064;MILK, 1.5% FAT, LACTOSE-FREE, 1 UG ADDED VITAMIN D;EN
29065;COOKING CREAM, 15% FAT;EN
29066;WHIPPING CREAM, 35% FAT;EN
29070;ENERGY DRINK WITH ADDED VITAMINS;EN
29071;CHOCOLATE MILK, COLD, FAT-FREE MILK, SWEETENED;EN
29073;MUSHROOM VEGETABLE STEW, COOKING CREAM (VEGETABLE FAT);EN
29074;VEGETABLE HAMBURGER, WHEAT BUN;EN
29077;BERRY PIE WITH CREAM CHEESE FILLING, SHORTBREAD CRUST WITH OIL;EN
29078;KEBAB MEAT;EN
29079;WOK-VEGETABLES, SWEET PEPPER-ONION-SWEET CORN-BEANS, FROZEN;EN
29080;CAKE, ICE CREAM CAKE, CARAMEL TOPPING;EN
29086;TURKEY VEGETABLE WOK;EN
29087;SALAD, ICEBERG LETTUCE, CARROT AND ZUCCHINI;EN
29089;YOGHURT, DRINKABLE, FLAVOURED, FAT 0.1 G;EN
29090;MILK, 0 % FAT, BOILED;EN
29091;CAPPUCCINO, UNSWEETENED, FAT-FREE MILK;EN
29094;BEEF STEAK STEW, MEAT BOUILLON, CARROTS, BUTTER;EN
29095;BEEF STEAK STEW, MEAT BOUILLON, CARROTS, OIL;EN
29098;WOK-VEGETABLES, FRIED, SWEET PEPPER-ONION-SWEET CORN-BEANS;EN
29099;WOK-VEGETABLES, FRIED, CARROT-CHAMPIGNON-ONION-SWEET PEPPER-PEA;EN
29100;WOK-VEGETABLES, FRIED, GREEN BEAN-CARROT-SWEET PEPPER-SWEET CORN-PARSNIP;EN
29103;MEATBALL, BEEF STEAK MINCE, FRIED IN BUTTER;EN
29104;MEATBALL, LEAN MINCED BEEF, FRIED IN OIL;EN
29125;CHICKEN MINCE, FRIED;EN
29126;CHICKEN MINCE, FRIED WITHOUT FAT;EN
29128;CURD MILK, PLAIN, FAT-FREE;EN
29130;SANDWICH, TOAST SANDWICH, PORK BEEF MINCE PATTY AND EGG;EN
29131;SANDWICH, TOAST SANDWICH, MUSHROOM STEW;EN
29132;SANDWICH, TOAST SANDWICH, CHEESE AND EGG;EN
29135;CIDER, DRY 4.7% VOLUME;EN
29136;MUSHROOM, BLANCHED;EN
29139;POTATO, FRIED IN BUTTER;EN
29145;LAMB MINCE, FRIED WITHOUT FAT;EN
29146;LAMB MINCE, FRIED;EN
29147;TURKEY MINCE, FRIED WITHOUT FAT;EN
29148;TURKEY MINCE, FRIED;EN
29149;ITALIAN STEW;EN
29150;JUICE DRINK, LINGONBERRY, DILUTED, CONTAINS SUGAR;EN
29155;COCOA BUTTER;EN
29156;CHOCOLATE, WHITE CHOCOLATE;EN
29159;MARGARINE 40%, AVERAGE OF INDUSTRIAL PRODUCTS;EN
29160;EGG, WHOLE, WITH SHELL;EN
29175;BEEF MINCE, 17% FAT, FRIED WITHOUT FAT;EN
29180;PORK GRAVY, VEGETABLES, COOKING CREAM;EN
29181;PORK STRIPS, FRIED IN OIL;EN
29182;BEEF STRIPS, FRIED IN OIL;EN
29183;BEEF GRAVY, VEGETABLES, COOKING CREAM;EN
29207;BALTIC HERRING, FILLET;EN
29208;COUSCOUS;EN
29209;COUSCOUS, COOKED WITH OIL AND SALT;EN
29210;MILK, 1.5% FAT, WITHOUT ADDED VITAMIN D, ORGANIC;EN
29211;MILK, 0% FAT, WITHOUT ADDED VITAMIN D, ORGANIC;EN
29212;SOUR MILK, FAT-FREE, ORGANIC, WITHOUT ADDED VITAMIN D;EN
29215;JUICE DRINK, FRUIT, BERRY, ADDED VITAMIN C, CONTAINS SUGAR;EN
29216;BERRYKISSEL, BERRY DRINK, 30 MG VITAMIN C;EN
29217;RUFOUS MILKCAP;EN
29219;THIN SPINACH PANCAKE, SPINACH CREPES, WITHOUT MILK;EN
29222;VEGETARIAN PEA SOUP;EN
29223;LASAGNE, BEEF STEAK MINCE;EN
29226;SAUTEED REINDEER, LOW-FAT;EN
29228;CHEESE, FETA CHEESE IN OIL, GOAT MILK;EN
29229;CARROT, BOILED WITHOUT SALT;EN
29232;MULTIGRAIN BREAD, FLATBREAD, POTATO AND BARLEY, MASHED POTATO POWDER;EN
29233;DOUGHNUT, FRIED IN RAPESEED OIL;EN
29237;RYE BRAN;EN
29238;SPRING ROLL, VEGETARIAN;EN
29239;CHEESE, MOZZARELLA CHEESE, 20% FAT;EN
29240;SPRING ROLL WITH MINCED MEAT;EN
29241;RISOTTO, SOY AND VEGETABLE RISOTTO;EN
29242;POTATO STEW WITH CHICK PEAS;EN
29247;FISH LOAF, NO MILK;EN
29248;BALTIC HERRING CASSEROLE, POTATO, LOW-FAT MILK, WITHOUT BACON;EN
29249;BALTIC HERRING CASSEROLE, POTATO, FISH BOUILLON;EN
29250;TUNA BOLOGNESE;EN
29253;MEATBALL, BEEF STEAK MINCE, OVEN-BAKED;EN
29254;LINDSTRÖM´S STEAK, BEETROOT AND BEEF STEAK MINCE;EN
29255;FISH, COOKING CREAM (19% FAT), OVEN-BAKED;EN
29256;CHICKEN FILLET, FILLED WITH CHEESE, OVEN-BAKED;EN
29257;LASAGNE, CHICKEN MINCE;EN
29259;MEATBALL, MINCED ELK, FRIED IN BUTTER;EN
29260;WHITE BREAD, NAAN BREAD;EN
29262;MEATBALL, MINCED ELK, WITHOUT CREAM, FRIED;EN
29263;RAINBOW TROUT FILLET, COOKING CREAM (VEG. FAT), BREADED, OVEN-BAKED;EN
29264;LASAGNE, SOYA VEGETABLE LASAGNE;EN
29266;ZUCCHINI FILLED WITH SOYA AND RICE;EN
29267;VEGETABLE MINESTRONE SOUP;EN
29268;SLICED BAKED POTATOES WITH CREAM (19% FAT);EN
29269;SLICED BAKED POTATOES WITH CREAM (15 % VEG. FAT);EN
29270;MACARONI AND BEEF STEAK MINCE CASSEROLE, MEAT BOUILLON;EN
29271;MACARONI AND BEEF MINCE CASSEROLE, MEAT BOUILLON;EN
29273;MACARONI AND BEEF STEAK MINCE CASSEROLE, LOW-FAT MILK, WHOLE WHEAT MACARONI;EN
29275;POTATO AND ONION CASSEROLE, COOKING CREAM (VEGETABLE FAT 15%);EN
29277;MINCED MEAT AND POTATO CASSEROLE, LEAN STEAK MINCE, BOUILLON;EN
29279;HAMBURGER, BEEF AND WHEAT ROLL;EN
29283;BEEF MINCE PATTY, FRIED;EN
29284;BEEF STEAK, FRIED IN BUTTER;EN
29285;BEEF SCHNITZEL, BREADED, FRIED IN OIL;EN
29286;BEEF SCHNITZEL, BREADED, FRIED IN BUTTER;EN
29289;MEATLOAF, BEEF STEAK, WATER;EN
29293;BEEF STEAK STEW, THICKENED;EN
29294;MIXED FLAKE PORRIDGE, WATER, SALT;EN
29295;KARELIAN PASTY, RICE FILLING, BUTTERED;EN
29304;SALAD, AVERAGE MIXTURE WITHOUT SAUCE;EN
29305;PEASOUP WITH MEDIUM FAT BEEF;EN
29306;BAKED BANANA;EN
29307;OAT PORRIDGE, OAT FLAKES, OAT BRAN, WATER, SALT;EN
29409;MARGARINE 60%, BECEL, LACTOSE-FREE;EN
29410;PORCINI;EN
29411;PORCINI, BOILED;EN
29412;INFANT FORMULA, POWDER, AVERAGE;EN
29413;INFANT FORMULA, READY-TO-FEED, AVERAGE;EN
29495;(ARC)JUICE, UNSWEETENED, ADDED VITAMIN C, AVERAGE;EN
29496;MACARONI, GLUTEN-FREE;EN
29497;PASTA, GLUTEN-FREE, AVERAGE OF INDUSTRIAL PRODUCTS, BOILED WITHOUT SALT;EN
29498;RISOTTO, CHICKEN RISOTTO;EN
29499;FLOUR MIXTURE, NATURALLY GLUTEN-FREE, RICE, CORN, POTATO;EN
29500;PUDDING, RICE PUDDING WITH VANILLA;EN
29501;TONIC WATER;EN
29510;PARSNIP, BOILED WITHOUT SALT;EN
29511;CELERIAC, BOILED WITHOUT SALT;EN
29682;SAITHE, BOILED, WITHOUT SALT;EN
29683;FLOUNDER, BOILED, WITHOUT SALT;EN
29684;COD, BOILED WITHOUT SALT;EN
29685;PLUM JUICE, UNSWEETENED;EN
29686;TURKEY, BOILED, UNSALTED;EN
29687;SALTY LIQOURICE;EN
29749;JAFFA CAKE, AVERAGE;EN
29753;BISCUIT;EN
29754;BISCUIT, POTATO FLOUR, SWEETENED WITH FRUCTOSE;EN
29756;CHOCOLATE BISCUIT, INDUSTRIAL, AVERAGE;EN
29759;BISCUIT FOR CHILDREN, AVERAGE;EN
29760;OAT BISCUIT, INDUSTRIAL;EN
29761;WAFER BISCUIT;EN
29763;SUGAR-COVERED RUSK, FAT-FREE MILK, INDUSTRIAL;EN
29764;SUGAR-COVERED RUSK, WATER, INDUSTRIAL;EN
29765;SUGAR-COVERED RUSK, LOW-FAT MILK, HOME-MADE;EN
29766;WHOLEMEAL RUSK, INDUSTRIAL;EN
29767;WHOLEMEAL RUSK, MILK, HOME-MADE;EN
29768;WHEAT RUSK, MILK, INDUSTRIAL;EN
29769;SALTED CRACKER, SALTINE CRACKER;EN
29770;CREAM CRACKER, WATER BISCUIT;EN
29771;CRISPBREAD, RYE, 17% FIBRE;EN
29772;FINN CRISP, RYE CRISPBREAD;EN
29775;BREAKFAST CEREAL, SUGAR-COATED CORN FLAKES;EN
29776;BREAKFAST CEREAL, WEETABIX ORIGINAL, VITAMINS;EN
29777;BREAKFAST CEREAL, WEETABIX BANANA FLAVOUR;EN
