FOODID;FOODNAME;LANG
11059;TONFISK, MEDELVÄRDE;SV
11060;ÄPPLE, INHEMSKT, SKALAT;SV
11061;ÄPPLE, UTLÄNDSKT, SKALAT;SV
11062;PÄRON, SKALAT;SV
11063;PLOMMON, KÄRNFRI, TORKAD;SV
11064;CHAMPINJONER, KONSERV;SV
11065;NYPONPURÉ, UTAN SOCKER;SV
11067;TONFISK, I VATTEN;SV
11068;PUDDING, MJÖLKPUDDING, INDUSTRIELL;SV
11069;VIN, ALKOHOLFRITT;SV
11070;ÄRTSOPPA, KONSERV, UTSPÄDD, GRISKÖTT;SV
11071;SPECIALFRUKT, EXOTISK, MEDELVÄRDE, MANGO/PAPAYA, SKALAD;SV
11072;SURGURKA;SV
11074;GRODDAR, ALFALFA-GRODDAR;SV
11086;NÖT, CASHEW-NÖT;SV
11087;SESAMPASTA TAHINI, UTAN SALT;SV
11089;KIKÄRT I OSALTAT VATTEN, KAFFEÄRT;SV
11090;BÖNOR, VITA BÖNOR, TOMATSÅS;SV
11092;VASSLEPULVER, FÖR LIVSMEDELSINDUSTRI;SV
11094;KARELSK PIROG, INDUSTRIELL, MÖRK, LAKTOSFRI;SV
11095;MUNK, VATTEN, BAGERI;SV
11110;GRÖNSAKSBIFF/-BULLE, INNEHÅLLER SOJAPROTEIN;SV
11120;BULLE, ÖRFIL, BAGERI, PÅ VATTEN;SV
11123;BULLE, MEDELFET, FETTFRITT MJÖLKPULVER, BAGERI;SV
11124;BULLE, HÖG FETTHALT, PÅ LÄTTMJÖLK, BAGERI;SV
11126;BLANDBRÖD, VATTEN, GRAHAM-, RÅG-, VETEMJÖL;SV
11130;FÄRSKOST, 6-11 % FETT, SMAKSATT;SV
11131;OST, VITMÖGEL-/VITBLÅMÖGELOST, 40 % FETT;SV
11132;(ARC)FÄRSKOST, VEGETABILISK FETTBLANDNING, 24-30 % FETT;SV
11133;OST, HALVHÅRD OST, LÄTT, 15-18 % FETT;SV
11134;BASILIKA, FÄRSK;SV
11135;BAMBUSKOTT;SV
11136;GRÄDDE, VISPGRÄDDE, LÄTT, 25 % FETT;SV
11142;SAFTIS, MEDELVÄRDE;SV
11144;SALLADSDRESSING, HEMLAGAD, YOGHURT;SV
11145;MJÖLK, FETTFRI, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
11146;OST, BRÖDOST, 17-23 % FETT, LÅG LAKTOSHALT;SV
11148;GLASS, GRÄDDGLASSPINNE, CHOKLAD, MEDELVÄRDE;SV
11149;GLASS, SAFTIS-GLASSPINNE, MEDELVÄRDE;SV
11150;KYCKLING, MARINERAD, UTAN SKINN, RÅ;SV
11152;GRÄDDFIL, LÅG LAKTOSHALT, 10-12 % FETT;SV
11154;FIL, NATURELLT, LÄTTFIL 2 % FETT, LÅG LAKTOSHALT;SV
11155;GRYNOST, 2-5 % FETT, LÅG LAKTOSHALT;SV
11156;KVARG, NATURELL, <0,5 % FETT, LÅG LAKTOSHALT;SV
11157;(ARC)OST, 28 % FETT, INNEH. VEG. FETT;SV
11158;KRONGRÖNSAKER, BLOMKÅL, MOROT, BROCCOLI;SV
11159;CRÈME FRAICHE, 15-18 % FETT;SV
11164;DESSERTSÅS, VANILLINSÅS, VISPBAR;SV
11165;SURMJÖLK, FETTFRI, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
11172;GLASS, GLASSPINNE, VEGETABILISK FETT, CHOKLADÖVERDRAG;SV
11173;GLASS, GLASSTRUT, STRUT, VEGETABILISK FETT;SV
11177;SVARTPEPPAR;SV
11178;VITPEPPAR;SV
11182;PAPRIKAPULVER;SV
11184;KANEL;SV
11185;NEJLIKA;SV
11186;INGEFÄRA, MALEN;SV
11187;KARDEMUMMA;SV
11188;VANILLINSOCKER;SV
11191;OREGANO, TORKAD;SV
11194;TIMJAN;SV
11196;AROMSALT/ÖRTSALT, SALTHALT 71 %;SV
11197;KRYDDSÅS, BRUN, HP-SÅS;SV
11198;DRUVSOCKER, GLUKOS;SV
11203;HONUNGSMELON, SKALAD;SV
11210;PASTILL SÖTAD MED XYLITOL, C-VITAMINERAD;SV
11211;OST, FETAOST, 25 % FETT, AV GETMJÖLK, I SALTLAG;SV
11212;SOLROSFRÖN;SV
11287;VEGETABILISK MATFETT 28 %, MINI LÄTTA;SV
11469;FRUKTPURÉ, MEDELVÄRDE, INDUSTRIELL BARNMAT;SV
11470;BÄRPURÉ, INDUSTRIELL BARNMAT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
11471;MOROTS-POTATISPURÉ, INDUSTRIELL BARNMAT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
11472;NÖTKÖTT-GRÖNSAKSPURÉ, INDUSTRIELL BARNMAT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
11473;GRISKÖTT-GRÖNSAKSPURÉ, INDUSTRIELL BARNMAT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
11474;KYCKLING-GRÖNSAKSPURÉ, INDUSTRIELL BARNMAT, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
11475;FISK-GRÖNSAKSPURÉ, MEDELVÄRDE, INDUSTRIELL BARNMAT;SV
11476;KÖTTFÄRS OCH SPAGHETTI, MEDELVÄRDE, INDUSTRIELL BARNMAT;SV
11503;JUICE, VINDDRUVSJUICE;SV
11505;BANANCHIPS, TORKAD BANAN;SV
11507;RISSTÄRKELSE;SV
11508;GRISKÖTT, KOKT UTAN SALT;SV
11511;POTATIS, SKALAD, KOKT UTAN SALT;SV
11512;KOTLETTRAD;SV
11513;GRISFILÉ, INNERFILÉ, 4,5 % FETT;SV
11514;POTATISPURÉ, VATTEN, HEMLAGAD BARNMAT, UTAN SALT;SV
11515;POTATISPURÉ, MJÖLK, HEMLAGAD BARNMAT, UTAN SALT;SV
11516;POTATIS-MOROTSPURÉ, VATTEN, HEMLAGAD BARNMAT, UTAN SALT;SV
11517;NÖTKÖTT-POTATISPURÉ, HEMLAGAD BARNMAT, UTAN SALT;SV
11518;GRISKÖTT-POTATISPURÉ, HEMLAGAD BARNMAT, UTAN SALT;SV
11519;FISK-GRÖNSAKSMOS, HEMLAGAD BARNMAT, UTAN SALT;SV
11520;KYCKLING-GRÖNSAKSMOS, HEMLAGAD BARNMAT, UTAN SALT;SV
11521;RIS, LÅNGKORNIGT, KLIBBFRITT;SV
11522;RIS- OCH RÅGKROSSBLANDNING;SV
11523;SALLAD, RÖDBETSSALLAD MED MAJONNÄSDRESSING;SV
11550;FÄRSKOST, 30 % FETT, SMAKSATT, LÅG LAKTOSHALT;SV
11551;KALKON BRÖSTFILÉ;SV
11553;FRUKTSYLT, MEDELVÄRDE;SV
11557;JUICE, CITRONJUICE, OUTSPÄDD;SV
11558;JUICE, APELSINJUICE, KALCIUM;SV
11562;KÖTTFÄRS, NÖTFÄRS, 17 % FETT;SV
11563;KYCKLING, KYCKLINGBEN, MED SKINN, RÅ;SV
11564;KYCKLING, BRÖSTSCHNITZEL, MED SKINN;SV
11565;KYCKLING, BRÖSTFILÉ, UTAN SKINN, STRIMLOR, SCHNITZEL;SV
11568;(ARC)MATFETTSBLANDNING 60 %, 10 UG VITAMIN D;SV
11571;FÄRSKOST, 11 % FETT, NATURELL;SV
11572;(ARC)MJÖLK, FETTFRI, TILLSATT KALCIUM, 0,5 UG VITAMIN D;SV
11580;NÖTMELLANMÅL, SÖTT, STÅNG/KAKA;SV
11581;(ARC)SOJAMELLANMÅL, SYRAT, SMAKSATT, 1 % FETT, VITAMINERAD;SV
11587;BÄRDRYCK, NYPONDRYCK, PRO VIVA, HAVRE, PROBIOTIKA;SV
11589;PEPPARROT;SV
11680;POTATIS, SKALAD, STORKÖKSPRODUKT, SKYDDSGASFÖRP.;SV
11685;STEKOLJA, PALMOLJA 50 %, PALMKÄRNSOLJA 25 %, RYPSOLJA 25 %;SV
11687;RISDRYCK, NATURELL;SV
11689;SPARRIS, RÅ, RENSAD;SV
11690;MAJONNÄS, LÅG FETTHALT, 15 % FETT;SV
11691;ROM, MEDELVÄRDE, SALTAD;SV
11694;YOGHURT, SMAKSATT MED SYLT, 2 % FETT, LÅG LAKTOSHALT;SV
11695;RYPSOLJA, KALLPRESSAD;SV
11700;SOJAPROTEIN KONCENTRAT, 58 % PROTEIN;SV
11701;PALMKÄRNSOLJA;SV
11723;YOGHURT, SMAKSATT, 3 % FETT;SV
11725;FRUKT-/BÄRFIL FETT 2 %;SV
11726;FIL, FRUKT-/BÄRFIL, 1 % FETT, LÅG LAKTOSHALT;SV
11727;YOGHURT, SMAKSATT, 2,5 % FETT;SV
11730;BLANDBRÖD, GRAHAMSEMLA, VATTEN;SV
11733;LJUST BRÖD, VETESEMLA, VATTEN;SV
11734;SHIITAKESVAMP;SV
11735;OSTRONSKIVLING;SV
11736;YOGHURT, NATURELL, 1,5 % FETT;SV
11739;VEGETABILISK MATFETT 35 %, BECEL PRO-ACTIV;SV
28905;MJÖL, FULLKORNSVETEMJÖL;SV
28908;KORNGRYN, KOKT MED SALT;SV
28909;MAKARONER, RÅGMAKARONER;SV
28910;RIS, MÖRKT;SV
28911;RIS, MÖRKT, KOKT MED SALT;SV
28912;MAKARONER, RÅGMAKARONER, KOKTA MED SALT;SV
28913;POTATIS, VÄGD MED SKAL;SV
28914;POTATIS, MED SKAL, KOKT MED SALT;SV
28915;MELON, NÄT-/CANTALUPONMELON, VÄGD MED SKAL;SV
28916;ÄPPLE, MEDELVÄRDE, VÄGD MED SKAL;SV
28917;PÄRON,  VÄGD MED SKAL;SV
28918;PLOMMON, MÖRK, VÄGD MED KÄRNA;SV
28919;PLOMMON, MÖRK, VÄGD MED KÄRNA, TORKAD;SV
28920;KÖRSBÄR, VÄGD MED KÄRNA;SV
28921;APRIKOS, MEDELVÄRDE, VÄGD MED KÄRNA;SV
28922;PERSIKA/NEKTARIN, MEDELVÄRDE, VÄGD MED KÄRNA;SV
28923;ANANAS, FÄRSK, VÄGD MED SKAL;SV
28924;APELSIN, VÄGD MED SKAL;SV
28925;CITRON, MEDELVÄRDE, VÄGD MED SKAL;SV
28926;GRAPE, MEDELVÄRDE, VÄGD MED SKAL;SV
28927;KORV, VEGETARISK KORV MED SOJA;SV
28928;VINBLAD, INLAGD I SALTLAG;SV
28929;KÖTTFÄRS, LAMMFÄRS, 14 % FETT;SV
28930;KÖTTFÄRS, KYCKLINGFÄRS;SV
28931;VATTENMELON, VÄGD MED SKAL;SV
28932;VINDRUVA, MEDELVÄRDE, VÄGD MED KÄRNOR, GRÖN/MÖRK;SV
28933;AVOKADO, VÄGD MED SKAL OCH KÄRNA;SV
28934;BANAN, VÄGD MED SKAL;SV
28935;MANDARIN, MEDELVÄRDE, VÄGD MED SKAL;SV
28936;FIKON, VÄGD MED STJÄLK, TORKAD;SV
28937;DADEL, TORKAD, VÄGD MED KÄRNA;SV
28938;OLIV, MEDELVÄRDE, UTAN KÄRNA, INLAGD I OLJA, GRÖN/SVART;SV
28939;KIWI, VÄGD MED SKAL;SV
28941;ÄPPLE, INHEMSK, MED SKAL;SV
28942;ÄPPLE, UTLÄNDSK, MED SKAL;SV
28943;MAJSKOLV, HEL, KOKT UTAN SALT;SV
28944;HONUNGSMELON, VÄGD MED SKAL;SV
28945;KÖTTFÄRS, KALKONFÄRS, 5-6 % FETT;SV
28946;KÖTTFÄRS AV GRIS, 16 % FETT;SV
28947;BACON, FILÉ, FETT 18 G;SV
28948;MOROT-RISPIROG, BLANDSKAL, INDUSTRIELL;SV
28949;KARELSK PIROG, VETESKAL;SV
28950;POTATISROS, DUCHESSE;SV
28951;POTATISKROKETT, FLOTTYRKOKT;SV
28952;UGNSPOTATIS MED SKAL, UTAN FYLLNING, UTAN FETT OCH SALT;SV
28953;POTATIS, FÄRSKPOTATIS, KOKT MED SALT;SV
28954;POTATIS, FÄRSKPOTATIS, KOKT UTAN SALT;SV
28955;POTATIS, MED SKAL, KOKT UTAN SALT;SV
28956;POTATISLÅDA, SÖT, LÄTTMJÖLK;SV
28957;POTATISMOUSSAKA, GRIS-NÖTFÄRS, LÄTTMJÖLK;SV
28958;MAJS, GRILLAD;SV
28959;VINBLADSRULLAD, RISFYLLNING;SV
28961;BOLOGNESE SÅS AV SOJAKROSS, OAVREDD;SV
28962;MAJSKOLV, HEL;SV
28963;POTATIS-GRÖNSAKSGRYTA;SV
28966;KIKÄRTSBULLE, FALAFEL, STEKT;SV
28967;SALLAD, SOLSALLAD, MAJONNÄSDRESSING;SV
28968;SALLAD, ROTSELLERI-ÄPPELSALLAD, WALDORFS SALLAD, MAJONNÄSDRESSING;SV
28969;NUDEL, KOKT, UTAN SALT;SV
28970;RISGRYNSGRÖT, VATTEN, RIS, SALT;SV
28971;DONITS, CHOKLADGLASYR;SV
28973;DONITS, CITRONGLASYR;SV
28974;BULLE, VATTEN, MEDELFET;SV
28975;PANNKAKA, VATTEN;SV
28976;RABARBERPAJ MED HAVREFLINGOR;SV
28977;MARÄNG;SV
28978;POTATISLÅDA, KYCKLING-POTATISLÅDA, MATLAGNINGSGRÄDDE;SV
28979;POTATISLÅDA, KYCKLING-POTATISLÅDA, VEG. FETTBLANDNING;SV
28980;PYTT-I-PANNA, KYCKLING-PYTT-I-PANNA, UTAN ÄGG;SV
28981;KYCKLINGFÄRS;SV
28982;MAKARONILÅDA, KÖTTMAKARONILÅDA, KÖTTBULJONG, GRIS-NÖTFÄRS;SV
28983;RIMMAT KÖTT;SV
28984;TARTARBIFF;SV
28985;ROMDRESSING, CRÈME FRAÎCHE;SV
28986;KRÄFTA, KOKT;SV
28987;HUMMER, KOKT;SV
28988;MUSSELSÅS, MJÖLKBAS;SV
28989;GRAVAD LAX, LAXCARPACCIO MED CITRON OCH OLJA;SV
28990;VITLÖKSSNIGLAR;SV
28991;CAFE AU LAIT, OSÖTAD, HELMJÖLK;SV
28992;MJÖLK, HELMJÖLK, KOKT;SV
28993;CAFFE LATTE, OSÖTAD, HELMJÖLK;SV
28994;BULLE, VATTEN, OLJA, MEDELFET;SV
28996;BULLE, LÄTTMJÖLK, OLJA, MEDELFET;SV
28998;BULLE, VATTEN, SMÖR, MEDELFET;SV
29000;BULLE, LÄTTMJÖLK, MEDELFET, SMÖR;SV
29002;BLANDBRÖD, SEMLA, VATTEN, OLJA, SEMLEMJÖL;SV
29003;BLANDBÖRD, SEMLA, FETTFRI MJÖLK, OLJA, SEMLEMJÖL;SV
29005;BLANDBRÖD, SEMLA, VATTEN, SMÖR, SEMLEMJÖL;SV
29006;BLANDBRÖD, SEMLA, LÄTTMJÖLK, SMÖR, SEMLEMJÖL;SV
29007;BLANDBRÖD, SEMLA, GÅRDSMJÖLK, SMÖR, SEMLEMJÖL;SV
29008;GRÖNSAKSBULJONGTÄRNING;SV
29009;HÖNSBULJONGTÄRNING, INNEHÅLLER VETE;SV
29010;FISKBULJONGTÄRNING;SV
29011;ABBORRAR, STEKT I FOLIE, I SMÖR;SV
29012;RÖDBETSRISLÅDA, LÄTTMJÖLK;SV
29013;MUSSELSOPPA, VISPGRÄDDE;SV
29014;KOKOSMJÖLK;SV
29015;MILKSHAKE, BÄRYOGHURTDRYCK, GLASS;SV
29016;MILKSHAKE, FRUKTYOGHURTDRYCK, GLASS;SV
29017;OSTFONDUE;SV
29018;KÖTTFÄRSBIFF, KYCKLINGFÄRS;SV
29019;KÖTTFÄRSBIFF, LAMMFÄRS, STEKT;SV
29020;KÖTTFÄRSBIFF, GRISFÄRS, STEKT;SV
29021;KÖTTFÄRSBIFF, KALKONFÄRS, STEKT;SV
29022;BÖNOR, GRÖNA BÖNOR/BONDBÖNOR, KOKTA;SV
29023;MÅLTIDSSALLAD, PASTA-ROM-RÄKSALLAD, AVOKADO, OLJEDRESSING;SV
29024;FISKSOPPA, KOKOSMJÖLK;SV
29025;SVAMP-KORNSOPPA;SV
29026;GRÖNSAKSBULJONG, UTSPÄDD;SV
29027;GURKSOPPA, KALL;SV
29028;ÄGGPLANTAKNYTE/AUBERGINEKNYTE, OST- OCH TOMATFYLLNING;SV
29029;RISOTTO, AVOCADO-PESTORISOTTO;SV
29030;GRÖNSAKSSOPPA, KOKOSMJÖLK;SV
29031;NUDELSOPPA, GRÖNSAKER;SV
29032;GRÖNSAKSGRATÄNG MED GRÄDDE;SV
29033;OST-GRÖNSAKSSOPPA;SV
29034;GRÖNSAKSPURÉSOPPA, ÄRTER-MOROT-MAJS, VEGETABILISK FETTBLANDNING;SV
29035;ÄRTPURÉSOPPA MED VITT VIN;SV
29036;ROTSAKSPURÉSOPPA, VEGETABILISK FETTBLANDNING;SV
29037;ROTSAKSPURÉSOPPA, VATTEN;SV
29038;PASTA-GRÖNSAKSSOPPA, VATTEN;SV
29039;RÄKSOPPA MED MOROT, VEGETABILISK FETTBLANDNING;SV
29040;OSTRONSOPPA, VISPGRÄDDE;SV
29041;MÅLTIDSSALLAD, TONFISK-GRÖNSAKSSALLAD, UTAN DRESSING;SV
29042;POTATISLÅDA, SKINK-POTATISLÅDA, VEGETABILISK FETTBLANDNING;SV
29043;POTATISLÅDA, JANSSONS FRESTELSE, VEGETABILISK FETTBLANDNING;SV
29044;MJÖLKSÅS, LÄTTMJÖLK, SMÖR, FETT-MJÖLAVREDNING;SV
29045;MJÖLKSÅS, LÄTTMJÖLK, OLJA, FETT-MJÖLAVREDNING;SV
29046;BRUNSÅS, SMÖR, FETT-MJÖLAVREDNING;SV
29047;BRUNSÅS, OLJA, FETT-MJÖLAVREDNING;SV
29048;WOK-GRÖNSAKER, MOROT, CHAMPINJON, LÖK, PAPRIKA, ÄRTER;SV
29049;WOK-GRÖNSAKER, GRÖNA BÖNOR, MOROT, PAPRIKA, MAJS, PALSTERNACKA;SV
29050;BACON, FILÉ, FETT 18 G, STEKT;SV
29053;LJUST BRÖD, BATONG MED VITLÖKS/ÖRTSMÖR;SV
29054;ROSTBRÖD, HAVREROSTBRÖD, VATTEN, VETEMJÖL, HAVREFLINGOR;SV
29055;NUDEL, RISNUDEL;SV
29056;NUDEL, RISNUDEL, KOKT UTAN SALT;SV
29060;OST, SALLADOST, 12-15 % FETT, AV KOMJÖLK, I SALTLAG;SV
29064;MJÖLK, LÄTTMJÖLK, LAKTOSFRI, 1 UG VITAMIN D;SV
29065;MATLAGNINGSGRÄDDE, 15 % FETT;SV
29066;GRÄDDE, VISPGRÄDDE, 35 % FETT;SV
29070;ENERGIDRYCK, VITAMINERAD;SV
29071;KAKAODRYCK, KALL, FETTFRI MJÖLK, SOCKRAD;SV
29073;SVAMP-GRÖNSAKSSTUVNING, VEGETABILISK FETTBLANDNING;SV
29074;HAMBURGARE, VEGETARISK HAMBURGARE, VETESEMLA;SV
29077;BÄRPAJ, FÄRSKOST FYLLNING, MÖRDEGSBOTTEN PÅ OLJA;SV
29078;KEBABKÖTT;SV
29079;WOK-GRÖNSAKER, PAPRIKA, LÖK, MAJS, GRÖNA BÖNOR, VITA BÖNOR;SV
29080;KAKA, GLASSTÅRTA, KINUSKIGLASYR;SV
29086;KALKON-GRÖNSAKSWOK;SV
29087;SALLAD, ISBERGSSALLAD-MOROT-SQUASHSALLAD;SV
29089;YOGHURT, DRICKBAR, 0,1 % FETT;SV
29090;MJÖLK, FETTFRI, KOKT;SV
29091;CAPPUCCINO, OSÖTAD, FETTFRI MJÖLK;SV
29094;KÖTTGRYTA, NÖTSTEK, KÖTTBULJONG, MOROT, SMÖR;SV
29095;KÖTTGRYTA, NÖTSTEK, KÖTTBULJONG, MOROT, OLJA;SV
29098;WOK-GRÖNSAKER, WOKADE, PAPRIKA, LÖK, MAJS, GRÖNA OCH VITA BÖNOR;SV
29099;WOK-GRÖNSAKER, WOKADE, MOROT, CHAMPINJONER, LÖK, PAPRIKA, ÄRTER;SV
29100;WOK-GRÖNSAKER, WOKADE, GRÖNA BÖNOR, MOROT, PAPRIKA, MAJS, PALSTERNACKA;SV
29103;KÖTTBULLE, NÖTSTEK, STEKT I SMÖR;SV
29104;KÖTTBULLE, NÖTSTEK, STEKT I OLJA;SV
29125;KÖTTFÄRS, KYCKLINGFÄRS, STEKT;SV
29126;KÖTTFÄRS, KYCKLINGFÄRS, STEKT UTAN FETT;SV
29128;FIL, NATURELL, FETTFRI;SV
29130;SMÖRGÅS, VARM, OPERASMÖRGÅS;SV
29131;SMÖRGÅS, VARM SVAMPSMÖRGÅS;SV
29132;SMÖRGÅS, VARM OSTSMÖRGÅS;SV
29135;CIDER, TORR, 4,7 VOL-% ALKOHOL;SV
29136;SVAMP, FÖRVÄLLD;SV
29139;POTATIS, STEKT, SMÖR;SV
29145;KÖTTFÄRS, LAMMFÄRS, STEKT UTAN FETT;SV
29146;KÖTTFÄRS, LAMMFÄRS, STEKT;SV
29147;KÖTTFÄRS, KALKONFÄRS, STEKT UTAN FETT;SV
29148;KÖTTFÄRS, KALKONFÄRS, STEKT;SV
29149;ITALIENSK GRYTA;SV
29150;SAFTDRYCK, LINGON, UTSPÄDD;SV
29155;KAKAOSMÖR;SV
29156;CHOKLAD, VIT CHOKLAD;SV
29159;MARGARIN 40 %, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
29160;ÄGG, VÄGT MED SKAL;SV
29175;KÖTTFÄRS, NÖTFÄRS, 17 % FETT, STEKT UTAN FETT;SV
29180;KÖTTSÅS, GRISKÖTT, GRÖNSAKER, MATLAGNINGSGRÄDDE;SV
29181;STRIMLOR AV GRIS, STEKTA I OLJA;SV
29182;STRIMLOR AV NÖT, STEKTA I OLJA;SV
29183;KÖTTSÅS, NÖTKÖTT, GRÖNSAKER, MATLAGNINGSGRÄDDE;SV
29207;STRÖMMING, FILÉ;SV
29208;COUSCOUS;SV
29209;COUSCOUS, KOKT MED SALT, OLJA;SV
29210;MJÖLK, LÄTTMJÖLK, UTAN TILLSATT VITAMIN D, EKOLOGISK;SV
29211;MJÖLK, FETTFRI, UTAN TILLSATT VITAMIN D, EKOLOGISK;SV
29212;SURMJÖLK, EKOLOGISK, FETTFRI, UTAN TILLSATT VITAMIN D;SV
29215;SAFTDRYCK, VITAMIN C;SV
29216;SAFTSOPPA, KRÄM PÅ JUICE, 30 MG VITAMIN C;SV
29217;PEPPARRISKA;SV
29219;SPENATPLÄTT, MJÖLKFRI;SV
29222;ÄRTSOPPA, VEGETARISK;SV
29223;LASAGNE, NÖTSTEK;SV
29226;RENSKAV, LÅG FETTHALT;SV
29228;OST, FETAOST, GETMJÖLK, I OLJA;SV
29229;MOROT, KOKT UTAN SALT;SV
29232;BLANDBRÖD, KORN-POTATISRIESKA, POTATISMOSPULVER;SV
29233;MUNK, STEKT I RYPSOLJA;SV
29237;KLI, RÅGKLI;SV
29238;VÅRRULLE, VEGETARISK;SV
29239;OST, MOZZARELLA, 20 % FETT;SV
29240;VÅRRULLE, KÖTTFÄRSFYLLNING;SV
29241;RISOTTO, SOJA-GRÖNSAKSRISOTTO;SV
29242;KIKÄRT-POTATISGRYTA;SV
29247;FISKFÄRS, UTAN MJÖLK;SV
29248;POTATISLÅDA, STRÖMMINGSLÅDA, LÄTTMJÖLK, UTAN BACON;SV
29249;POTATISLÅDA, STRÖMMINGSLÅDA, FISKBULJONG;SV
29250;FISKSÅS, TONFISKSÅS, TOMAT;SV
29253;KÖTTBULLE, NÖTSTEK, UGNSTEKT;SV
29254;BIFF À LA LINDSTRÖM, NÖTSTEK;SV
29255;UGNSFISK, MATLAGNINGSGRÄDDE;SV
29256;KYCKLINGFILÉ, OSTFYLLNING, UGNSTEKT;SV
29257;LASAGNE,  KYCKLINGFÄRS;SV
29259;KÖTTBULLE, ÄLGKÖTT, STEKT I SMÖR;SV
29260;NAAN BRÖD;SV
29262;KÖTTBULLE, ÄLGKÖTT, UTAN GRÄDDE, STEKT;SV
29263;REGNBÅGSLAXFILÉ, VEGETABILISK FETTBLANDNING, PANERAD, UGNSTEKT;SV
29264;LASAGNE, GRÖNSAKSLASAGNE MED SOJA;SV
29266;FYLLD SQUASH, SOJA-RISFYLLNING;SV
29267;MINESTRONESOPPA, VEGETARISK;SV
29268;GRÄDDPOTATIS, KAFFEGRÄDDE;SV
29269;GRÄDDPOTATIS, VEGETABILISK FETTBLANDNING;SV
29270;MAKARONILÅDA, NÖTSTEK, KÖTTBULJONG;SV
29271;MAKARONILÅDA, NÖTFÄRS, KÖTTBULJONG;SV
29273;MAKARONILÅDA, NÖTSTEK, LÄTTMJÖLK, MÖRKA MAKARONER;SV
29275;POTATISLÖKLÅDA, VEGETABILISK FETTBLANDNING 15 %;SV
29277;POTATISLÅDA, KÖTTFÄRS-POTATISLÅDA, NÖTSTEK, KÖTTBULJONG;SV
29279;HAMBURGARE, NÖTKÖTTSBIFF OCH VETESEMLA;SV
29283;KÖTTFÄRSBIFF, NÖTFÄRS, STEKT;SV
29284;NÖTKÖTTSBIFF, STEKT I SMÖR;SV
29285;NÖTKÖTTSSCHNITZEL, PANERAD, STEKT I OLJA;SV
29286;NÖTKÖTTSSCHNITZEL, PANERAD, STEKT I SMÖR;SV
29289;KÖTTFÄRSLIMPA, NÖTSTEK, VATTEN;SV
29293;KÖTTGRYTA, BIFFSTEK, GRYTSTEK, MATLAGNINGSFETT, MEDELVÄRDE;SV
29294;FYRKORNSGRÖT, VATTEN, SALT;SV
29295;KARELSK PIROG, TRADITIONELL, PENSLAD MED SMÖR;SV
29304;SALLAD, SALLADSBORDETS HÅVOR, UTAN DRESSING;SV
29305;ÄRTSOPPA MED MEDELFETT NÖTKÖTT;SV
29306;UGNSBANAN;SV
29307;HAVREGRYNSGRÖT MED HAVREKLI, VATTEN, SALT;SV
29409;MARGARIN 60 %, BECEL LAKTOSFRI;SV
29410;STENSOPP;SV
29411;STENSOPP, KOKT;SV
29412;MODERSMJÖLKSERSÄTTNING, PULVER, MEDELVÄRDE;SV
29413;MODERSMJÖLKSERSÄTTNING, DRICKFÄRDIG, MEDELVÄRDE;SV
29495;(ARC)JUICE, C-VITAMINERAD, MEDELVÄRDE;SV
29496;MAKARONI, GLUTENFRI;SV
29497;PASTA, GLUTENFRI, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER, KOKT UTAN SALT;SV
29498;KYCKLINGRISOTTO;SV
29499;MJÖL, MJÖLBLANDNING, NATURLIGT GLUTENFRI, RIS-MAJS-POTATIS;SV
29500;PUDDING, RISPUDDING, VANILJRIS;SV
29501;TONIC VATTEN;SV
29510;PALSTERNACKA, KOKT UTAN SALT;SV
29511;ROTSELLERI, KOKT UTAN SALT;SV
29682;SEJ, KOKT UTAN SALT;SV
29683;FLUNDRA, KOKT UTAN SALT;SV
29684;TORSK, KOKT UTAN SALT;SV
29685;JUICE, PLOMMONJUICE, SOCKERFRI;SV
29686;KALKON, KOKT UTAN SALT;SV
29687;SÖTSAK, SALMIAK;SV
29749;KEX, BAKELSEKEX, FYLLD, MEDELVÄRDE;SV
29753;KEX, SMÅBRÖD;SV
29754;KEX, SMÅBRÖD, POTATISMJÖL, SÖTAT MED FRUKTOS;SV
29756;KEX, CHOKLADKEX, INDUSTRIELLT, MEDELVÄRDE;SV
29759;KEX FÖR BARN, MEDELVÄRDE;SV
29760;KEX, HAVREKEX, INDUSTRIELL;SV
29761;KEX, VÅFFELKEX;SV
29763;SKORPA, SOCKERSKORPA, FETTFRI MJÖLK, INDUSTRIELL;SV
29764;SKORPA, SOCKERSKORPA, VATTEN, INDUSTRIELL;SV
29765;SKORPA, SOCKERSKORPA, LÄTTMJÖLK, HEMBAKAD;SV
29766;SKORPA, GRAHAMSKORPA, MJÖLK, INDUSTRIELL;SV
29767;SKORPA, GRAHAMSKORPA, MJÖLK, HEMLAGAD;SV
29768;SKORPA, VETESKORPA, MJÖLK, INDUSTRIELL;SV
29769;KEX, SALTKEX;SV
29770;KEX, SMÖRGÅSKEX, VATTENKEX;SV
