FOODID;FOODNAME;LANG
31990;GLASS, GRÄDDGLASS, SMAKSATT, CARTE D'OR MASCARPONE;SV
31991;SORBET, HALLONSORBET, INDUSTRIELL;SV
31992;KYCKLINGBULLE, SAARIOINEN;SV
31993;KYCKLINGBULLE, KARINIEMEN;SV
31994;GLASS, TOFU GLASSTRUT, GLUTENFRI;SV
31995;KYCKLINGBULLE, PIRKKA;SV
31996;GLASS, RISGLASS;SV
31997;GLASS, YOGHURTGLASS, 4 % FETT;SV
32000;GLASS, GRÄDDGLASS MED KOLA- OCH CHOKLADGLASYR;SV
32001;GLASS, GRÄDDGLASS, SMAKSATT, KOLA, AINO KERMAINEN KARAMELLI;SV
32002;KVARG, SMAKSATT, 2,9 % FETT;SV
32004;SOJAPRODUKT,  ALTERNATIV TILL GRÄDDE, LÄTT, 5,2 % FETT;SV
32005;HAVREPRODUKT, ALTERNATIV TILL GRÄDDE, LÄTT, 7 % FETT;SV
32006;RISPRODUKT, ALTERNATIV TILL GRÄDDE, VEGETABILISK FETTBLANDNING, 7 % FETT;SV
32007;RISDRYCK, KALCIUM OCH VITAMIN D;SV
32008;SOJADRYCK, ALPRO, LÄTT, KALCIUM OCH VITAMINER;SV
32009;POTATISLÅDA, KÖTT-POTATISLÅDA, SAARIOINEN, FÄRDIGMAT;SV
32010;GLASS, GRÄDDGLASS MED KEX OCH CHOKLAD;SV
32012;BLODPLÄTT, PIRKKA;SV
32013;HAVREGRYNSGRÖT, ÄPPLE OCH KANEL, ELOVENA;SV
32015;HAVREGRYNSGRÖT, FRUKT OCH BÄR, ELOVENA;SV
32016;LASAGNE, NÖTFÄRS (17 %), MÅLTIDSBLANDNING;SV
32018;LASAGNE, GRIS-NÖTFÄRS, MÅLTIDSBLANDNING;SV
32019;LASAGNE, NÖTFÄRS (7 %), MÅLTIDSBLANDNING;SV
32020;LASAGNE, KYCKLINGFÄRS, MÅLTIDSBLANDNING;SV
32022;LASAGNE, NÖTFÄRS (17 %), MÖRKA MAKARONER, MÅLTIDSBLANDNING;SV
32023;MÅLTIDSBLANDNING, PASTA CARBONARA, KOKT;SV
32024;MÅLTIDSBLANDNING, PASTA MED SVAMPSÅS, KOKT;SV
32025;MÅLTIDSBLANDNING, PASTA I OSTSÅS, KOKT;SV
32028;LASAGNE, GRISFÄRS, MÅLTIDSBLANDNING;SV
32031;MÅLTIDSBLANDNING, PASTA MED TOMATSÅS, KOKT;SV
32035;MÅLTIDSBLANDNING, NÖTKÖTT OCH RIS, KOKT;SV
32037;MAKARONILÅDA, KYCKLINGFÄRS, LÄTTMJÖLK, MÖRKA MAKARONER;SV
32038;MAKARONILÅDA, GRISFÄRS, LÄTTMJÖLK, MÖRKA MAKARONER;SV
32039;MÅLTIDSBLANDNING, GRISKÖTT OCH RIS, KOKT;SV
32040;MÅLTIDSBLANDNING, BROILER OCH RIS, KOKT;SV
32041;MÅLTIDSBLANDNING, SOJA OCH RIS, KOKT;SV
32042;MÅLTIDSBLANDNING, NÖTKÖTT OCH PASTA, KOKT;SV
32043;MÅLTIDSBLANDNING, GRISKÖTT OCH PASTA, KOKT;SV
32045;MÅLTIDSBLANDNING, BROILER OCH PASTA, KOKT;SV
32046;MÅLTIDSBLANDNING, SOJA OCH PASTA, KOKT;SV
32047;ITALIENSK GRYTA, GRIS-NÖTFÄRS;SV
32049;ITALIENSK GRYTA MED MALET NÖTKÖTT 17 %;SV
32051;KÖTTFÄRSSÅS, KYCKLINGFÄRS, BRUNSÅS, UTAN TILLSATT FETT;SV
32052;ÄPPELPAJ, JÄSTDEGSBOTTEN, GLUTENFRI, VETESTÄRKELSE, MJÖLK;SV
32053;ÄPPELPAJ, MÖRDEGSBOTTEN, NATURLIGT GLUTENFRI;SV
32054;ÄPPELPAJ, JÄSTDEGSBOTTEN, NATURLIGT GLUTEFRI, MJÖLK;SV
32055;KVARG-BÄRPAJ, JÄSTDEGSBOTTEN, GLUTENFRI, VETESTÄRKELSE, MJÖLK;SV
32056;KVARG-BÄRPAJ, JÄSTDEGSBOTTEN, NATURLIGT GLUTENFRI, MJÖLK;SV
32057;KVARG-BÄRPAJ, MÖRDEGSBOTTEN, GLUTENFRI, VETESTÄRKELSE, MJÖLK;SV
32058;KVARG-BÄRPAJ, MÖRDEGSBOTTEN, NATURLIGT GLUTENFRI;SV
32059;FLINGOR, KELLOGG'S RICE KRISPIES MULTI GRAIN, RIS, HAVRE OCH MAJS;SV
32060;FLINGOR, KELLOGG'S SPECIAL K CLASSIC, FRUKOSTFLINGOR MED RIS OCH VETE;SV
32061;FLINGOR, KELLOGG'S SPECIAL K RED BERRIES, RIS- OCH VETEFLINGOR MED TORKADE BÄR;SV
32062;YOGHURT, SMAKSATT, 2 % FETT, 0,5 UG VITAMIN D;SV
32063;SALLAD, RÖDBETSSALLAD MED MAJONNÄSDRESSING, SAARIOINEN;SV
32064;FLINGOR, KELLOGG'S COCO POPS, FRUKOSTFLINGOR MED RIS OCH CHOKLAD;SV
32065;CRUNCHY MYSLI, ÄPPLE OCH KANEL, MEDELVÄRDE, PIRKKA/RAINBOW;SV
32066;SALLAD, RÖDBETSSALLAD MED MAJONNÄSDRESSING, ATRIA;SV
32067;YOGHURT, SMAKSATT, FETTFRI, 0,5 UG VITAMIN D;SV
32068;CRUNCHY MYSLI, YOGHURT OCH JORDGUBB, PIRKKA;SV
32069;SALLAD, RÖDBETSSALLAD MED MAJONNÄSDRESSING, LÄTT;SV
32070;FLINGOR, PIRKKA FRUKOSTFLINGOR MED MAJS, RIS OCH KAKAO;SV
32071;MYSLI, PIRKKA FRUKOSTMYSLI MED VETE, RUSSIN, MAJS, HAVRE OCH TORKADE FRUKT;SV
32072;SALLAD, SOLSALLAD, HK;SV
32073;MYSLI, PIRKKA/RAINBOW CRUNCHY MYSLI MED TORKADE BÄR, MEDELVÄRDE;SV
32075;FLINGOR, QUAKER FRAS, FRUKOSTFLINGOR MED RÅG OCH HAVRE;SV
32076;SALLAD, ITALIENSK SALLAD, MAJONNÄSDRESSING, SAARIOINEN;SV
32077;FLINGOR, WEETABIX MINIS CHOKLAD, FRUKOSTFLINGOR MED KAKAO;SV
32078;FLINGOR, WEETOS CHOKLAD, FRUKOSTFLINGOR MED KAKAO;SV
32079;SALLAD, ITALIENSK SALLAD, MAJONNÄSDRESSING, ATRIA;SV
32080;(ARC)YOGHURT, SMAKSATT, FETTFRI, VITALINEA, 0,75 UG VITAMIN D;SV
32081;FLINGOR, TOP FOOD SUN FLAKES, FRUKOSTFLINGOR MED MAJS OCH BOVETE;SV
32082;SALLAD, ITALIENSK SALLAD, LÄTT, MAJONNÄSDRESSING, ATRIA;SV
32083;(ARC)MYSLI, NESTLE FITNESS, HAVRE, FULLKORNSVETE, RISMJÖL, NÖTTER, VITAMINER;SV
32084;YOGHURT, SMAKSATT, 2 % FETT, LAKTOSFRI, 0,5 UG VITAMIN D;SV
32085;YOGHURT, SMAKSATT, 2 % FETT, LÅG LAKTOSHALT, A+, 1 UG VITAMIN D;SV
32086;KÖTTFÄRSSPETT, SAARIOINEN;SV
32087;FLINGOR, NESQUIK DUO, FRUKOSTFLINGOR MED KAKAO, VITAMINERAD;SV
32088;YOGHURT, NATURELL, BULGARIAN, 3,5 % FETT, 1 UG VITAMIN D;SV
32092;KÖTTFÄRSBIFF, HK;SV
32093;FLINGOR, NESQUIK FRUKOSTFLINGOR MED KAKAO, NESTLE, VITAMINERAD;SV
32094;HAMBURGARE, NÖT OCH VETESEMLA, HESBURGER;SV
32095;FLINGOR, CHEERIOS, FRUKOSTFLINGOR MED MAJS, HAVRE, KORN, VETE OCH RIS, NESTLE;SV
32096;HAMBURGARE MED OST, HESBURGER;SV
32097;KYCKLINGHAMBURGARE, HAMBURGARE MED KYCKLING, HESBURGER;SV
32098;FLINGOR, NESTLE FITNESS FRUKOSTFLINGOR;SV
32100;KÖTTFÄRSBIFF, ATRIA;SV
32101;MAJONNÄS, GURKMAJONNÄS, HAMBURGAREDRESSING, HESBURGER;SV
32103;HAMBURGARE, NÖT OCH VETESEMLA, MCDONALD'S;SV
32104;HAMBURGARE MED OST, MCDONALD'S;SV
32106;KYCKLINGHAMBURGARE, HAMBURGARE MED KYCKLING, MCDONALD'S;SV
32107;HAMBURGARE, DUBBELBURGARE, BIG MAC, MCDONALD'S;SV
32108;CHICKEN NUGGETS FRITERADE, MCDONALD'S, CHICKEN MCNUGGETS;SV
32109;HAMBURGARE, ATRIA;SV
32110;HOTDOG, ATRIA/PIRKKA;SV
32111;HAMBURGARE, MED DRESSING, SAARIOINEN;SV
32112;HAMBURGARE, HK;SV
32114;KÖTTPIROG, SAARIOINEN;SV
32115;PIZZA, KORVPIZZA, MEDVURST, ATRIA/SAARIOINEN;SV
32116;PIZZA, KÖTTFÄRSPIZZA, SAARIOINEN;SV
32118;PIZZA, KÖTTFÄRSPIZZA, ATRIA;SV
32119;PIZZA, TONFISKPIZZA, SAARIOINEN;SV
32120;PIZZA, SKINKPIZZA, SAARIOINEN;SV
32121;GRÖNSAKSBULLE, SAARIOINEN;SV
32122;PIZZA, MOZZARELLAPIZZA, TOMAT, SAARIOINEN;SV
32123;PIZZA, SKINKPIZZA MED ANANAS, ATRIA;SV
32125;POTATISLÅDA, SKINK-POTATISMOSLÅDA, SAARIOINEN, FÄRDIGMAT;SV
32126;PASTA, FULLKORNSRIS, NATURLIGT GLUTENFRI, KOKT UTAN SALT;SV
32127;PASTA, FULLKORNSRIS, NATURLIGT GLUTENFRI, KOKT MED SALT;SV
32128;KÖTTPIROG, PORTTI;SV
32129;SPAGHETTI-KÖTTLÅDA, SAARIOINEN, FÄRDIGMAT;SV
32130;GRÖNSAKSBIFF, SAARIOINEN;SV
32132;FRUKOSTFLINGOR MED VETE, RIS OCH YOGURT, VITAMINERADE;SV
32135;FRUKOSTFLINGOR MED VETE, RIS OCH TORKADE FRUKT, VITAMINERAD;SV
32136;YOGHURT, NATURELL, ACTIVIA, 3,4 % FETT, PROBIOTIKA;SV
32138;POTATISLÅDA, KYCKLING-POTATISLÅDA, PIRKKA;SV
32140;FRUKOSTFLINGOR MED HELKORNSMJÖL, HAVRE, KORN OCH RÅG;SV
32142;(ARC)YOGHURT, SMAKSATT MED SYLT, 2 % FETT, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
32144;MOROTPLÄTT, INDUSTRIELL;SV
32145;YOGHURT, SMAKSATT, FETTFRI, A+, LÅG LAKTOSHALT, 1 UG VITAMIN D;SV
32146;LÖK, KOKT UTAN SALT;SV
32147;ÄRTER, KOKTA UTAN SALT;SV
32148;KYCKLINGSÅS, BRUNSÅS, FETT;SV
32149;SQUASH, ZUCCHINI, KOKT UTAN SALT;SV
32150;FRUKTMOS, HEMLAGAD BARNMAT;SV
32151;KYCKLING-GRÖNSAKSSÅS, BRUNSÅS, FETT;SV
32152;GRÖNSAKSBLANDNING, GRILLADE GRÖNSAKER, DJUPFRYST, SALT OCH OLJA (OKOKADE);SV
32153;BEARNAISESÅS, SÅSPULVER, KNORR;SV
32154;KYCKLINGSSÅS, KYCKLINGSTROGANOV;SV
32155;GRÖNSAKSBLANDNING, MOROT OCH BÖNA, DJUPFRYST;SV
32156;GRÖNSAKSBLANDNING, ÄRTER-MAJS-MOROT, DJUPFRYST;SV
32157;GRÖNSAKSBLANDNING, DJUPFRYST, BROCCOLI, MOROT OCH PAPRIKA;SV
32158;ROTSAKSBLANDNING, DJUPFRYST;SV
32159;GRÖNSAKSBLANDNING, DJUPFRYST, BROCCOLI, MOROT OCH BLOMKÅL;SV
32160;KYCKLINGSSÅS, BRUNSÅS, FRUKTIG, FETT;SV
32161;GRÖNSAKSBLANDNING, MOROT, PALSTERNACKA OCH BÖNA, DJUPFRYST;SV
32162;GRÖNSAKSBLANDNING, DJUPFRYST, BROCCOLI, MOROT OCH VATTENKASTANJER;SV
32163;BEARNAISESÅS, SÅSPULVER, CAMPBELL'S/BLÅ BAND;SV
32164;KYCKLINGFILÉ OCH RIS, UGNSTEKT;SV
32165;ROTSAKSBLANDNING, DJUPFRYST, MOROT-KÅLROT-LÖK;SV
32166;POTATIS-ROTSAKSBLANDNING  DJUPFRYST;SV
32167;GRÖNSAKSBLANDNING, TOMAT OCH GRÖNSAKER, DJUPFRYST;SV
32168;BEARNAISESÅS AV SÅSPULVER, MEDELVÄRDE;SV
32169;MAKARONILÅDA MED KYCKLING, VEGETABILISK FETTBLANDNING;SV
32170;GRÖNSAKSBLANDNING, BROCCOLI-MAJS-MOROT, DJUPFRYST;SV
32171;GRÖNSAKSBLANDNING, MOROT, BROCCOLI, ÄRT OCH BÖNA, DJUPFRYST;SV
32172;SOJAMELLANMÅL, ALPRO, SYRAD, SMAKSATT, 2 % FETT, KALCIUM, VITAMINERAD;SV
32173;GRÖNSAKSBLANDNING, DJUPFRYST, KOKT UTAN SALT, MEDELVÄRDE;SV
32174;KYCKLING-GRÖNSAKSGRYTA, FRUKTIG;SV
32175;HOLLANDAISE SÅS, SÅSPULVER, CAMPBELL'S/BLÅ BAND;SV
32176;HOLLANDAISESÅS AV SÅSPULVER, VATTEN, CAMPBELL'S BLÅ BAND;SV
32177;SALLADSDRESSING MED RYPSOLJA, THOUSAND ISLAND, LÄTT, FELIX, 15 % FETT;SV
32178;SALLADSDRESSING MED RYPSOLJA, FRANSK, SAARIOINEN, 47 % FETT;SV
32179;SALLADSDRESSING MED RYPSOLJA, LÄTT, SAARIOINEN, 23 % FETT;SV
32181;GRÖNSAKSPURÉ, HEMLAGAD BARNMAT, UTAN SALT;SV
32182;BLÅBÄR, TORKAD, BLÅBÄRSPULVER;SV
32186;GRÖNSAKSBLANDNING  DJUPFRYST, AMERICA;SV
32189;FIL, FRUKT-/BÄRFIL, 2 % FETT, 1 UG VITAMIN D;SV
32191;KNACKKORV AV BROILER, 15 % FETT;SV
32193;SOJAMELLANMÅL, SYRAT, SMAKSATT, 2 % FETT, KALCIUM;SV
32194;MOZZARELLA-/CHEDDARFINGRAR;SV
32195;KNACKKORV AV BROILER, LÄTT, 5 % FETT;SV
32196;LÖKRING MED PANERING, RESTAURANG;SV
32197;KNACKKORV AV KALKON, LÄTT, ATRIA;SV
32198;PÅLÄGG AV HELT KÖTT, BROILERPÅLÄGG, 2,2 % FETT;SV
32199;KYCKLINGSOPPA, HÖNSSOPPA;SV
32201;YOGHURT, TURKISK/GREKISK, 10 % FETT;SV
32202;RÄKA, KOKT UTAN SALT;SV
32203;LAX, KOKT UTAN SALT;SV
32204;REGNBÅGSLAX, KOKT UTAN SALT;SV
32205;LAX/REGNBÅGSLAX, KOKT UTAN SALT;SV
32206;FISK-GRÖNSAKSPAJ, LAX, GRÖNSAKSBLANDNING, SMÄLTOST, MJÖLK;SV
32208;MAKARONILÅDA, FISK-MAKARONILÅDA, LAX, LÄTTMJÖLK;SV
32209;MAKARONILÅDA, FISK-MAKARONILÅDA, SEJ, LÄTTMJÖLK;SV
32211;POTATISLÅDA, LAX-POTATISPAJ, LÄTTMJÖLK;SV
32212;POTATISLÅDA, SEJ-POTATISPAJ, LÄTTMJÖLK;SV
32214;FISK-SPENATLÅDA, LAX, LÄTTMJÖLK;SV
32217;FISKPINNAR, INDUSTRIELLA, UGNSTEKTA;SV
32218;FISKPINNE, FISKPINNAR, LAX, FINDUS, UGNSTEKTA;SV
32224;FISK-RISLÅDA, LAX, ÄGGSTANNING;SV
32225;FISK-RISLÅDA, SEJ, ÄGGSTANNING;SV
32228;LIMPA MED INBAKAD FISK, ABBORRE;SV
32229;ABBORRE, STEKT, UTAN SKORPMJÖL;SV
32230;ABBORRE, STEKT I SMÖR, UTAN SKORPMJÖL;SV
32231;GÄDDA, STEKT I SMÖR, UTAN SKORPMJÖL;SV
32232;FISK, MEDELVÄRDE, STEKT I SMÖR, UTAN SKORPMJÖL;SV
32233;KÖTTFÄRSSÅS, NÖTSTEK, TOMAT, AVREDD;SV
32234;KÖTTFÄRSSÅS, NÖTSTEK, TOMAT, OAVREDD;SV
32236;KÖTTFÄRSSÅS, NÖTFÄRS 17 %, TOMAT, OAVREDD;SV
32237;REGNBÅGSLAX, STEKT;SV
32238;REGNBÅGSLAXFILÉ, VEGETABILISK FETTBLANDNING, UTAN SKORPMJÖL, UGNSTEKT;SV
32239;KÖTTFÄRSSÅS, NÖTFÄRS 17 %, TOMAT, AVREDD;SV
32240;REGNBÅGSLAX MED GRÄDDE, UTAN SKORPMJÖL, UGNSTEKT;SV
32241;KÖTTFÄRSSÅS, GRIS-NÖTFÄRS, TOMAT, AVREDD;SV
32242;KÖTTFÄRSSÅS, GRIS-NÖTFÄRS, TOMAT, OAVREDD;SV
32243;KÖTTFÄRSSÅS, NÖTFÄRS 7 %, TOMAT, OAVREDD;SV
32244;KÖTTFÄRSSÅS, NÖTFÄRS 7 %, TOMAT, AVREDD;SV
32245;KÖTTFÄRSSÅS, NÖTFÄRS 7 %, BRUNSÅS, UTAN TILLSATT FETT;SV
32248;SEJ, STEKT, UTAN SKORPMJÖL;SV
32249;SIK, STEKT I SMÖR, UTAN SKORPMJÖL;SV
32250;SIK, STEKT, UTAN SKORPMJÖL;SV
32251;UGNSSTRÖMMING, STRÖMMINGSFILÉ, GRÄDDE, UTAN SKORPMJÖL;SV
32256;SALLAD, RÖDBETSSALLAD MED MAJONNÄSDRESSING, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER;SV
32257;PÅLÄGG AV HELT KÖTT, BROILERPÅLÄGG, 2 % FETT;SV
32274;KAKA, MOCKAKAKA MED GLASYR;SV
32278;SYLTPAJ, JÄSTDEGSBOTTEN, HELMJÖLK;SV
32279;BÄRSYLTPAJ, SURMJÖLKSDEGSBOTTEN;SV
32280;BÄRPAJ, JÄSTDEGSBOTTEN, VATTEN;SV
32282;SYLTPAJ, JÄSTDEGSBOTTEN PÅ FETTFRI MJÖLK, SÖTAD MED FRUKTOS;SV
32283;SYLTPAJ, JÄSTDEGSBOTTEN PÅ HELMJÖLK, SÖTAD MED FRUKTOS;SV
32284;SYLTPAJ, JÄSTDEGSBOTTEN PÅ LÄTTMJÖLK, SÖTAD MED FRUKTOS;SV
32301;MARGARIN 60 %, FLORA NORMALSALTAD;SV
32308;MARGARIN 60 %, FLORA LAKTOSFRI;SV
32316;BÄRPAJ, JÄSTDEGSBOTTEN, FETTFRI MJÖLK, UTAN SOCKER;SV
32318;BÄRPAJ, JÄSTDEGSBOTTEN, LÄTTMJÖLK, UTAN SOCKER;SV
32319;BÄRPAJ, JÄSTDEGSBOTTEN, HELMJÖLK, UTAN SOCKER;SV
32320;BÄRPAJ, JÄSTDEGSBOTTEN, FETTFRI MJÖLK, SÖTAD MED FRUKTOS;SV
32321;BÄRPAJ, JÄSTDEGSBOTTEN, LÄTTMJÖLK, SÖTAD MED FRUKTOS;SV
32322;BÄRPAJ, JÄSTDEGSBOTTEN, HELMJÖLK, SÖTAD MED FRUKTOS;SV
32323;BÄRPAJ, JÄSTDEGSBOTTEN, FETTFRI MJÖLK, SYNTETISKT SÖTAD;SV
32324;BÄRPAJ, JÄSTDEGSBOTTEN, LÄTTMJÖLK, SYNTETISKT SÖTAD;SV
32325;BÄRPAJ, JÄSTDEGSBOTTEN, HELMJÖLK, SYNTETISKT SÖTAD;SV
32326;BÄRPAJ, SURMJÖLKSDEGSBOTTEN;SV
32327;BÄRPAJ, MÖRDEGSBOTTEN, UTAN SOCKER;SV
32328;BÄRPAJ, MÖRDEGSBOTTEN, SÖTAD MED FRUKTOS;SV
32329;BÄRPAJ, SMÖRDEGSBOTTEN, SYNTETISKT SÖTAD;SV
32330;BÄRPAJ, SÖT JÄSTDEGSBOTTEN, UTAN ÄGG;SV
32331;BÄRPAJ, SÖT JÄSTDEGSBOTTEN, VATTEN, MJÖLKFRI, ÄGGFRI;SV
32332;KVARG-BÄRPAJ, MÖRDEGSBOTTEN;SV
32333;ÄPPELPAJ, JÄSTDEGSBOTTEN PÅ HELMJÖLK;SV
32335;RABARBERPAJ, SURMJÖLKSDEGSBOTTEN;SV
32336;RABARBERPAJ, SÖT JÄSTDEGSBOTTEN, FETTFRI MJÖLK;SV
32338;SÖT SURMJÖLKSDEGSBOTTEN FÖR PAJ;SV
32341;MARGARIN 60 %, KRAFTIGT SALTAD, FLORA;SV
32342;MARGARIN 80 %, TILL BAKNING OCH MATLAGNING;SV
32343;VEGETABILISK MATFETT 38 %, BECEL LÄTT;SV
32344;VEGETABILISK OLJEPRODUKT 82 %, FLYTANDE, FLORA CULINESSE;SV
32348;VEGETABILISK OLJEPRODUKT 82 %, FLYTANDE, BECEL;SV
32350;VEGETABILISK MATFETT 38%, BECEL LÄTT OLIV;SV
32354;VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, KEIJU RYPSI;SV
32357;MUNKSTEKNINGSFETT 100 %, SUNNUNTAI;SV
32360;MATFETT 60 % FETT, BENECOL LAKTOSFRI;SV
32366;(ARC)MATFETTSBLANDNING 60 %, BUNGE MAKUISA;SV
32367;MUKSU SOJADRYCK, 1-3 ÅR, FÖR BARN I LEKÅLDERN;SV
32372;(ARC)VEGETABILISK MATFETT 32%, BENECOL LÄTT OLIV;SV
32374;(ARC)MARGARIN 40 %, BENECOL;SV
32379;KÖTTFÄRS-MAKARONISTUVNING, NÖTFÄRS 17%;SV
32380;KÖTTFÄRS-MAKARONISTUVNING, KYCKLINGFÄRS;SV
32381;BOLOGNESESÅS, SÅSPULVER, KNORR;SV
32382;KÖTTFÄRSSÅS, NÖTFÄRS 17 %, TOMAT, KRYDDMIX;SV
32383;KÖTTFÄRSSÅS, GRIS-NÖTFÄRS, TOMAT, KRYDDMIX;SV
32384;FÄRDIG SÅS, CURRYSÅS, UNCLE BEN'S;SV
32385;GRYNOST, 1,5 % FETT;SV
32386;FÄRDIG SÅS, TIKKA MASALA, UNCLE BEN'S;SV
32397;MÅLTIDSSALLAD, TONFISKSALLAD MED MAKARONER OCH GRÖNSALLAD, ÄRTER-MAJS-PAPRIKA;SV
32398;TONFISK-MAKARONISTUVNING, TONFISK I VATTEN;SV
32401;MANDELFISK, SEJ, SKORPMJÖL, MATLAGNINGSGRÄDDE 15 %;SV
32403;DIPMIX, SÅSPULVER, INNEHÅLLER MJÖLK;SV
32404;DIPMIX , SÅSPULVER, MJÖLKFRI;SV
32405;KALL SÅS, GRÄDDFILSSÅS, DIPSÅS, 10-12 % FETT, AV PULVER;SV
32407;MEDVURST, ULTRALÄTT 9 % FETT;SV
32409;PANERAD SKINKA, 3 % FETT;SV
32416;BÄRDRYCK, PROVIVA, MEDELVÄRDE, PROBIOTIKA;SV
32417;FRUKTDRYCK, MANGO, PROVIVA, PROBIOTIKA;SV
32418;HAVREPREPARAT, SYRAT, SMAKSATT, YOSA, MEDELVÄRDE, PROBIOTIKA;SV
32422;(ARC)FRUKTDRYCK, VALIO GEFILUS, VITAMIN C OCH -D, INNEHÅLLER PROBIOTIKA;SV
32423;(ARC)DRYCK, RAINBOW, FRUKTDRYCK MED PROBIOTIKA;SV
32424;(ARC)DRYCK, RAINBOW, BÄRDRYCK MED PROBIOTIKA;SV
32431;VEGETABILISK OLJEPRODUKT 80 %, FLYTANDE, RYPSOLJA, SUNNUNTAI;SV
32437;(ARC)VEGETABILISK MATFETT 30%, KEIJU DELI OLIV;SV
32438;MYSLI MED FRUKT, GLUTENFRI, PIRKKA;SV
32439;FLINGOR, FULLKORNSFLINGOR, PIRKKA, VITAMINERADE;SV
32440;FLINGOR, FULLKORNSFLINGOR MED BÄR, PIRKKA, VITAMINERADE;SV
32441;FLINGOR, CHOKLAD FLINGOR, FULLKORNSRINGAR, TOP FOOD;SV
32442;FLINGOR, VETERINGFLINGA HONUNG, TOP FOOD;SV
32443;FLINGOR, FYRKORNSFLINGOR, TOP FOOD;SV
32444;MYSLI MED FRUKT, PIRKKA;SV
32445;FLINGOR, FRUKOSTFLINGOR MED KAKAO, PIRKKA;SV
32446;MYSLI, CRUNCHY MYSLI, RAINBOW;SV
32447;MYSLI, CRUNCHY MYSLI MED FRUKT, RAINBOW;SV
32449;MELLANMÅLSSTÅNG, YOGHURT, MYSLI;SV
32450;MELLANMÅLSSTÅNG, FULLKORN, MYSLI;SV
32451;MELLANMÅLSSTÅNG, BÄR, MYSLI;SV
32452;MELLANMÅLSSTÅNG, FRUKT, MYSLI;SV
32454;KARELSK STEK, NÖT, MEDELFET GRIS, ROTSAKER;SV
32455;BLODGRAPEFRUKT, SKALAD;SV
32456;KRONÄRTSKOCKA;SV
32459;BLANDBRÖD, LJUST, VATTEN, VETEMJÖL, VETEKROSS, PUHTILEIPÄ, KATRI ANTELL;SV
32460;BLANDBRÖD, LJUST, VATTEN, VETEMJÖL, VETEKROSS, VAALEAVAALEA, KATRI ANTELL;SV
32461;LJUST BRÖD, VETESEMLA VATTEN, VETEMJÖL, LOUNASSÄMPYLÄ, KATRI ANTELL;SV
32462;BLANDSEMLA, LJUS, VATTEN, VETEMJÖL, VETEKROSS, PUHTISÄMPYLÄ, KATRI ANTELL;SV
32463;BLANDSEMLA LJUST, VATTEN, VETEMJÖL, VETEKROSS;SV
32464;NÖTT, PARANÖT;SV
32465;BLANDBRÖD, MOROTSSEMLA PÅ VATTEN, TUHTI-PORKKANASÄMPYLÄ, KATRI ANTELL;SV
32466;BLANDBRÖD, POTATISLIMPA, LINKOSUO;SV
32467;BLANDBRÖD, LJUST, VATTEN, VETEMJÖL, VETEKROSS, TAMPEREEN RIEVÄ, LINKOSUO;SV
32468;BLANDBRÖD, FLERKORNSBRÖD, VETE- OCH RÅGMJÖL, LINKOSUO TUMMEMPI TUHATJYVÄ PLUS;SV
32469;BLANDSEMLA, LJUS, VATTEN, VETEMJÖL, VETEKROSS, PERHELEIPURIT;SV
32470;LJUST BRÖD, SEMLA, PERHELEIPURIT;SV
32471;BLANDBRÖD PÅ VATTEN, LIMPUKKA, PÅGEN;SV
32472;BLANDBRÖD PÅ VATTEN, RUIS-VEHNÄTYYNYT, VAASAN;SV
32473;FRUKTDRYCK, HEVI SHOT, VALIO, ANANAS-MOROT-MANGO;SV
32474;FRUKTDRYCK, HEVI SHOT, VALIO, ÄPPLE-MOROT-JORDGUBBE;SV
32477;FRUKTDRYCK, MELLANMÅLSDRYCK, JORDGUBBE, MEHUKATTI HEDELMÄVÄLIPALA;SV
32478;FÄRDIG SÅS, SWEET & SOUR, UNCLE BEN'S;SV
32479;FRUKTDRYCK, MELLANMÅLSDRYCK, PÄRON, MEHUKATTI HEDELMÄVÄLIPALA;SV
32480;SALLADSDRESSING MED RYPSOLJA, KARTANON, SAARIOINEN, 39 % FETT;SV
32481;FRUKTDRYCK, MELLANMÅLSDRYCK, FRUKTMIX, MEHUKATTI HEDELMÄVÄLIPALA;SV
32482;SALLADSDRESSING MED RYPSOLJA, TALON-, FELIX, 20 % FETT;SV
32483;SALLADSDRESSING MED RYPSOLJA, GREKISK, FELIX, 25 % FETT;SV
32485;SALLADSDRESSING MED RYPSOLJA, HONUNG-SENAP, FELIX, 36 % FETT;SV
32486;FÄRDIG SÅS, KYCKLINGSSÅS, SWEET AND SOUR SÅS;SV
32487;FÄRDIG SÅS, KYCKLINGSÅS, CURRYSÅS;SV
32488;POTATISLÅDA, KÖTTFÄRS-POTATISMOSLÅDA, AV POTATISMOSPULVER, VATTEN, NÖTFÄRS;SV
32489;POTATISLÅDA, KÖTTFÄRS-POTATISMOSLÅDA, AV POTATISMOSPULVER, MJÖLK, NÖTFÄRS;SV
32490;BULLE, ÖRFIL, GIFFLAR ÖRFIL, PÅGEN;SV
32492;KAKA, MUFFINS, CITRON, KRÄMFYLLNING, PÅGEN;SV
32493;KAKA, MUFFINS, KAKAO, KRÄMFYLLNING, PÅGEN;SV
