FOODID;FOODNAME;LANG
11185;NEILIKKA;FI
11186;INKIVÄÄRI, JAUHETTU;FI
11187;KARDEMUMMA;FI
11188;VANILLIINISOKERI;FI
11191;OREGANO, KUIVATTU;FI
11194;TIMJAMI, KUIVATTU;FI
11196;AROMISUOLA/YRTTISUOLA SUOLAPITOISUUS 71 %;FI
11197;MAUSTEKASTIKE, RUSKEA, HP-KASTIKE;FI
11198;RYPÄLESOKERI, GLUKOOSI;FI
11203;HUNAJAMELONI, KUORITTU;FI
11210;KSYLITOLIPASTILLI, C-VITAMINOITU;FI
11211;JUUSTO, FETAJUUSTO, RASVAA 25 %, VUOHENMAITO, SUOLALIEMESSÄ;FI
11212;AURINGONKUKANSIEMEN, KUORITTU;FI
11287;KASVIRASVALEVITE 28 %, MINI LÄTTA;FI
11469;HEDELMÄSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11470;MARJASOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11471;PORKKANA-PERUNASOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11472;NAUDANLIHA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11473;PORSAANLIHA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11474;KANA-KASVISSOSE KESKIARVO, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11475;KALA-KASVISSOSE, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11476;JAUHELIHAA JA SPAGETTIA, TEOLLINEN LASTENRUOKA, TUOTEKESKIARVO;FI
11503;TÄYSMEHU, RYPÄLETÄYSMEHU;FI
11505;BANAANILASTU, KUIVATTU BANAANI;FI
11507;RIISITÄRKKELYS;FI
11508;SIANLIHA, KEITETTY, SUOLATON;FI
11511;PERUNA, KUORITTU, KEITETTY, SUOLATON;FI
11512;SIANKYLJYS;FI
11513;PORSAANFILEE, SISÄFILEE, RASVAA 4,5 %;FI
11514;PERUNASOSE, VESI, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11515;PERUNASOSE, MAITO, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11516;PERUNA-PORKKANASOSE, VESI, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11517;NAUDANLIHA-PERUNASOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11518;PORSAANLIHA-PERUNASOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11519;KALA-KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11520;KANA-KASVISSOSE, KOTITEKOINEN LASTENRUOKA, SUOLATON;FI
11521;RIISI PITKÄJYVÄINEN, PUUROUTUMATON;FI
11522;RUIS-RIISISEOS, RIISI JA RUISROUHE;FI
11523;SALAATTI, PUNAJUURISALAATTI, MAJONEESIKASTIKE;FI
11550;TUOREJUUSTO, RASVAA 30 %, MAUSTETTU, VL;FI
11551;KALKKUNAN RINTAFILEE;FI
11553;HEDELMÄHILLO, KESKIARVO;FI
11557;TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENTAMATON;FI
11558;TÄYSMEHU, APPELSIINITÄYSMEHU, KALSIUMIA;FI
11562;JAUHELIHA, NAUDAN, RASVAA 17 %;FI
11563;BROILERI, KOIPI-REISI, NAHKOINEEN, RAAKA;FI
11564;BROILERI, RINTALEIKE, NAHKOINEEN;FI
11565;BROILERI, RINTAFILEE, NAHATON, SUIKALE, LEIKE;FI
11568;(ARC) RASVASEOS 60%, D-VITAMIINIA 10 UG;FI
11571;TUOREJUUSTO, RASVAA 11 %, MAUSTAMATON;FI
11572;(ARC) MAITO, RASVATON, LISÄTTY KALSIUMIA, D-VITAMIINIA 0,5 UG;FI
11580;PÄHKINÄVÄLIPALA, MAKEA, PATUKKA/LEVY;FI
11581;(ARC) SOIJAVÄLIPALA, HAPATETTU, MAUSTETTU, RASVAA 1 %, VITAMINOITU;FI
11587;MARJAJUOMA, RUUSUNMARJA, PRO VIVA, KAURAA JA PROBIOOTTEJA;FI
11589;PIPARJUURI;FI
11680;PERUNA, KUORITTU, SUURTALOUSTUOTE, SUOJAKAASUPAKATTU;FI
11685;PAISTOÖLJY, PALMUÖLJY 50 %, PALMUYDINÖLJY 25 %, RYPSIÖLJY 25 %;FI
11687;RIISIJUOMA, MAUSTAMATON;FI
11689;PARSA, RAAKA, PUHDISTETTU;FI
11690;MAJONEESI, VÄHÄRASVAINEN, RASVAA 15 %;FI
11691;MÄTI, KESKIARVO, SUOLATTU;FI
11694;JOGURTTI, MAUSTETTU HILLOLLA, RASVAA 2 %, VL;FI
11695;RYPSIÖLJY, KYLMÄPURISTETTU;FI
11700;SOIJAPROTEIINI KONSENTRAATTI, 58 % PROTEIINIA;FI
11701;PALMUYDINÖLJY;FI
11723;JOGURTTI, MAUSTETTU, RASVAA 3 %;FI
11725;VIILI, MAUSTETTU, RASVAA 2 %;FI
11726;VIILI, MAUSTETTU, RASVAA 1 %, VL;FI
11727;JOGURTTI, MAUSTETTU, RASVAA 2,5 %;FI
11730;SEKALEIPÄ, GRAHAMSÄMPYLÄ, VESI;FI
11733;VAALEA LEIPÄ, VEHNÄSÄMPYLÄ, VESI;FI
11734;SIITAKESIENI;FI
11735;OSTERIVINOKAS;FI
11736;JOGURTTI, MAUSTAMATON, RASVAA 1,5 %;FI
11739;KASVIRASVALEVITE 35 %, BECEL PRO-ACTIV;FI
28905;JAUHO, TÄYSJYVÄVEHNÄJAUHO;FI
28908;OHRASUURIMO, KEITETTY, SUOLAA;FI
28909;MAKARONI, RUISMAKARONI;FI
28910;RIISI TUMMA;FI
28911;RIISI, TUMMA, KEITETTY, SUOLAA;FI
28912;MAKARONI, RUISMAKARONI, KEITETTY, SUOLAA;FI
28913;PERUNA, PUNNITTU KUORINEEN;FI
28914;PERUNA, KUORINEEN, KEITETTY, SUOLAA;FI
28915;MELONI, VERKKO/CANTALOUPEMELONI, PUNNITTU KUORINEEN;FI
28916;OMENA, KESKIARVO, PUNNITTU KUORINEEN;FI
28917;PÄÄRYNÄ, PUNNITTU KUORINEEN;FI
28918;LUUMU, TUMMA, PUNNITTU KIVINEEN;FI
28919;LUUMU, TUMMA, KUIVATTU, PUNNITTU KIVINEEN;FI
28920;KIRSIKKA, PUNNITTU KIVINEEN;FI
28921;APRIKOOSI, KESKIARVO, PUNNITTU KIVINEEN;FI
28922;PERSIKKA/NEKTARIINI, KESKIARVO, PUNNITTU KIVINEEN;FI
28923;ANANAS, TUORE, PUNNITTU KUORINEEN;FI
28924;APPELSIINI, PUNNITTU KUORINEEN;FI
28925;SITRUUNA, KESKIARVO, PUNNITTU KUORINEEN;FI
28926;GREIPPI, KESKIARVO, PUNNITTU KUORINEEN;FI
28927;MAKKARA, KASVISMAKKARA, SOIJAPITOINEN;FI
28928;VIININLEHTI, SÄILÖTTY SUOLALIEMEEN;FI
28929;JAUHELIHA, LAMPAAN, RASVAA 14 %;FI
28930;JAUHELIHA, BROILERIN;FI
28931;VESIMELONI, PUNNITTU KUORINEEN;FI
28932;VIINIRYPÄLE, KESKIARVO, PUNNITTU KIVINEEN, VIHREÄ/TUMMA;FI
28933;AVOKADO, PUNNITTU KUORINEEN JA KIVINEEN;FI
28934;BANAANI, PUNNITTU KUORINEEN;FI
28935;MANDARIINI, KESKIARVO, PUNNITTU KUORINEEN;FI
28936;VIIKUNA, KUIVATTU, PUNNITTU KANTOINEEN;FI
28937;TAATELI, KUIVATTU, PUNNITTU KIVINEEN;FI
28938;OLIIVI, KESKIARVO, KIVETÖN, ÖLJYSSÄ, VIHREÄ/MUSTA;FI
28939;KIIVI, PUNNITTU KUORINEEN;FI
28941;OMENA, KOTIMAINEN, KUORINEEN;FI
28942;OMENA, ULKOMAINEN, KUORINEEN;FI
28943;MAISSINTÄHKÄ, KOKONAINEN, KEITETTY, EI SUOLAA;FI
28944;HUNAJAMELONI, PUNNITTU KUORINEEN;FI
28945;JAUHELIHA, KALKKUNAN, RASVAA 5-6 %;FI
28946;JAUHELIHA, SIAN, RASVAA 16 %;FI
28947;PEKONI, FILEE, RASVAA 18 %;FI
28948;PORKKANA-RIISIPIIRAKKA, SEKAKUORI, TEOLLINEN;FI
28949;KARJALANPIIRAKKA, VEHNÄKUORI;FI
28950;PERUNARUUSU, DUCHESSE;FI
28951;PERUNAKROKETTI, UPPOPAISTETTU;FI
28952;UUNIPERUNA, ILMAN TÄYTETTÄ KUORINEEN, EI RASVAA, EI SUOLAA;FI
28953;PERUNA, UUSI, KEITETTY, SUOLAA;FI
28954;PERUNA, UUSI, KEITETTY, SUOLATON;FI
28955;PERUNA, KUORINEEN, KEITETTY, SUOLATON;FI
28956;PERUNALAATIKKO, IMELLETTY, KEVYTMAITO;FI
28957;PERUNAMOUSSAKA, SIKA-NAUTA, KEVYTMAITO;FI
28958;MAISSI, MAISSINTÄHKÄ, GRILLATTU;FI
28959;VIININLEHTIKÄÄRYLE, RIISITÄYTE;FI
28961;SOIJA-KASVISKASTIKE, TOMAATTINEN, SOIJAROUHE, SUURUSTAMATON;FI
28962;MAISSINTÄHKÄ, KOKONAINEN;FI
28963;PERUNA-KASVISPATA;FI
28966;KIKHERNEPYÖRYKKÄ, FALAFEL, PAISTETTU;FI
28967;SALAATTI, AURINKOSALAATTI, MAJONEESIKASTIKE;FI
28968;SALAATTI, WALDORFIN SALAATTI, JUURISELLERI-OMENA, MAJONEESIKASTIKE;FI
28969;NUUDELI, KEITETTY, SUOLATON;FI
28970;RIISIPUURO, VESI, RIISI, SUOLAA;FI
28971;DONITSI, SUKLAAKUORRUTUS;FI
28973;DONITSI, SITRUUNAKUORRUTUS;FI
28974;PULLA, KESKIRASVAINEN, VESI;FI
28975;PANNUKAKKU, VESI;FI
28976;RAPARPERI-KAURAHIUTALEPAISTOS;FI
28977;MARENKI;FI
28978;PERUNALAATIKKO, BROILERI-PERUNALAATIKKO, RUOANVALMISTUSKERMA;FI
28979;PERUNALAATIKKO, BROILERI-PERUNALAATIKKO, KASVIRASVAKERMA;FI
28980;PYTTIPANNU, BROILERIPYTTIPANNU, EI KANANMUNAA;FI
28981;BROILERIMUREKE;FI
28982;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIKA-NAUTA, LIHALIEMI;FI
28983;RIIMILIHA;FI
28984;TARTARPIHVI;FI
28985;MÄTIKASTIKE, RANSKANKERMA;FI
28986;RAPU, KEITETTY;FI
28987;HUMMERI, KEITETTY;FI
28988;SIMPUKKAKASTIKE, MAITOPOHJAINEN;FI
28989;GRAAVILOHI, LOHICARPACCIO, SITRUUNAA JA ÖLJYÄ;FI
28990;VALKOSIPULIETANA;FI
28991;KAHVI, CAFE AU LAIT, MAKEUTTAMATON, TÄYSMAITO;FI
28992;MAITO, TÄYSMAITO, KEITETTY;FI
28993;KAHVI, CAFFE LATTE, MAKEUTTAMATON, TÄYSMAITO;FI
28994;PULLA, KESKIRASVAINEN, VESI, ÖLJY;FI
28996;PULLA, KESKIRASVAINEN, KEVYTMAITO, ÖLJY;FI
28998;PULLA, KESKIRASVAINEN, VESI, VOI;FI
29000;PULLA, KESKIRASVAINEN, KEVYTMAITO, VOI;FI
29002;SEKALEIPÄ, SÄMPYLÄ, VESI, ÖLJY, SÄMPYLÄJAUHO;FI
29003;SEKALEIPÄ, SÄMPYLÄ, RASVATON MAITO, ÖLJY, SÄMPYLÄJAUHO;FI
29005;SEKALEIPÄ, SÄMPYLÄ, VESI, VOI, SÄMPYLÄJAUHO;FI
29006;SEKALEIPÄ, SÄMPYLÄ, KEVYTMAITO, VOI, SÄMPYLÄJAUHO;FI
29007;SEKALEIPÄ, SÄMPYLÄ, TILAMAITO, VOI, SÄMPYLÄJAUHO;FI
29008;KASVISLIEMIKUUTIO;FI
29009;KANALIEMIKUUTIO, SISÄLTÄÄ VEHNÄÄ;FI
29010;KALALIEMIKUUTIO;FI
29011;AHVENET FOLIOSSA, VOISSA;FI
29012;PUNAJUURI-RIISILAATIKKO, KEVYTMAITO;FI
29013;SIMPUKKAKEITTO, KUOHUKERMA;FI
29014;KOOKOSMAITO, KOOKOSJUOMA;FI
29015;PIRTELÖ, MARJA-JOGURTTIJUOMA, JÄÄTELÖÄ;FI
29016;PIRTELÖ, HEDELMÄ-JOGURTTIJUOMA, JÄÄTELÖÄ;FI
29017;JUUSTOFONDUE;FI
29018;JAUHELIHAPIHVI, BROILERI;FI
29019;JAUHELIHAPIHVI, LAMPAANLIHA, PAISTETTU;FI
29020;JAUHELIHAPIHVI, SIANLIHA, PAISTETTU;FI
29021;JAUHELIHAPIHVI, KALKKUNA, PAISTETTU;FI
29022;PAPU, VIHREÄ PAPU, KEITETTY;FI
29023;ATERIASALAATTI, PASTA-MÄTI-KATKARAPUSALAATTI, AVOKADOA, ÖLJYKASTIKE;FI
29024;KALAKEITTO, KOOKOSMAITO, KALA-KOOKOSMAITOKEITTO;FI
29025;SIENI-OHRAKEITTO;FI
29026;KASVISLIEMI, LAIMENNETTU;FI
29027;KURKKUKEITTO, KYLMÄ;FI
29028;MUNAKOISONYYTTI, JUUSTO- JA TOMAATTITÄYTE;FI
29029;RISOTTO, AVOKADO-PESTORISOTTO;FI
29030;KASVISKEITTO, KASVIS-KOOKOSMAITOKEITTO;FI
29031;NUUDELIKEITTO, KASVIKSIA;FI
29032;KASVISGRATIINI, KERMAINEN;FI
29033;JUUSTO-KASVISKEITTO;FI
29034;KASVISSOSEKEITTO, HERNE-PORKKANA-MAISSI, KASVIRASVAKERMA;FI
29035;HERNESOSEKEITTO, VESI, VALKOVIINI;FI
29036;JUURESSOSEKEITTO, KASVIRASVAKERMA;FI
29037;JUURESSOSEKEITTO, VESI;FI
29038;PASTA-VIHANNESKEITTO, VESI;FI
29039;KATKARAPU-PORKKANAKEITTO, KASVIRASVAKERMA;FI
29040;OSTERIKEITTO, KUOHUKERMA;FI
29041;ATERIASALAATTI, TONNIKALASALAATTI, KASVIKSET, EI KASTIKETTA;FI
29042;PERUNALAATIKKO, KINKKU-PERUNALAATIKKO, KASVIRASVAKERMA;FI
29043;PERUNALAATIKKO, JANSSONINKIUSAUS, KASVIRASVAKERMA;FI
29044;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, VOI;FI
29045;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS, ÖLJY;FI
29046;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, VOI;FI
29047;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, ÖLJY;FI
29048;WOK-KASVIKSET, PORKKANA-HERKKUSIENI-SIPULI-PAPRIKA-HERNE;FI
29049;WOK-KASVIKSET, VIHREÄ PAPU-PORKKANA-PAPRIKA-MAISSI-PALSTERNAKKA;FI
29050;PEKONI, FILEE, RASVAA 18 %, PAISTETTU;FI
29053;VAALEA LEIPÄ, PATONKI, VALKOSIPULI/YRTTIVOI;FI
29054;PAAHTOLEIPÄ, KAURAPAAHTOLEIPÄ, VESI, VEHNÄJAUHO, KAURAHIUTALE;FI
29055;NUUDELI, RIISINUUDELI;FI
29056;NUUDELI, RIISINUUDELI, KEITETTY, SUOLATON;FI
29060;JUUSTO, SALAATTIJUUSTO, RASVAA 12-15 %, LEHMÄNMAITO, SUOLALIEMESSÄ;FI
29064;MAITO, KEVYTMAITO, LAKTOOSITON MAITOJUOMA, D-VITAMIINIA 1 UG;FI
29065;RUOANVALMISTUSKERMA, RASVAA 15 %;FI
29066;KERMA, KUOHUKERMA, RASVAA 35 %;FI
29070;ENERGIAJUOMA, VITAMINOITU;FI
29071;KAAKAOJUOMA, KYLMÄ, RASVATON MAITO, SOKEROITU;FI
29073;SIENI-KASVISMUHENNOS, KASVIRASVAKERMA;FI
29074;HAMPURILAINEN, KASVISHAMPURILAINEN, VEHNÄSÄMPYLÄ;FI
29077;MARJAPIIRAKKA, TUOREJUUSTOTÄYTE, POHJASSA ÖLJY;FI
29078;KEBABLIHA;FI
29079;WOK-KASVIKSET, PAPRIKA-SIPULI-MAISSI-PAPU;FI
29080;KAKKU, JÄÄTELÖKAKKU, KINUSKIKUORRUTUS;FI
29086;KALKKUNA-KASVISWOKKI;FI
29087;SALAATTI, JÄÄVUORISALAATTI-PORKKANA-KESÄKURPITSA;FI
29089;JOGURTTI, JUOTAVA, RASVAA 0,1 %;FI
29090;MAITO, RASVATON, KEITETTY;FI
29091;KAHVI, CAPPUCCINO, MAKEUTTAMATON, RASVATON MAITO;FI
29094;LIHAPATA, NAUDANPAISTI, LIHALIEMI, PORKKANA, VOI;FI
29095;LIHAPATA, NAUDANPAISTI, LIHALIEMI, PORKKANA, ÖLJY;FI
29098;WOK-KASVIKSET, WOKATTU, PAPRIKA-SIPULI-MAISSI-PAPU;FI
29099;WOK-KASVIKSET, WOKATTU, PORKKANA-HERKKUSIENI-SIPULI-PAPRIKA-HERNE;FI
29100;WOK-KASVIKSET, WOKATTU, VIHREÄ PAPU, PORKKANA, PAPRIKA, MAISSI, PALSTERNAKKA;FI
29103;LIHAPULLA, NAUDANPAISTI, PAISTETTU VOISSA;FI
29104;LIHAPULLA, NAUDANPAISTI, PAISTETTU ÖLJYSSÄ;FI
29125;JAUHELIHA, BROILERIN, PAISTETTU;FI
29126;JAUHELIHA, BROILERIN, PAISTETTU ILMAN RASVAA;FI
29128;VIILI, MAUSTAMATON, RASVATON;FI
29130;VOILEIPÄ, LÄMMIN OOPPERALEIPÄ, JAUHELIHAPIHVI, KANANMUNA;FI
29131;VOILEIPÄ, LÄMMIN SIENILEIPÄ;FI
29132;VOILEIPÄ, LÄMMIN JUUSTOLEIPÄ, KANANMUNA;FI
29135;SIIDERI, KUIVA, 4,7 TIL% ALKOHOLIA;FI
29136;SIENI, RYÖPÄTTY;FI
29139;PERUNA, PAISTETTU, VOI;FI
29145;JAUHELIHA, LAMPAAN, PAISTETTU ILMAN RASVAA;FI
29146;JAUHELIHA, LAMPAAN, PAISTETTU;FI
29147;JAUHELIHA, KALKKUNAN, PAISTETTU ILMAN RASVAA;FI
29148;JAUHELIHA, KALKKUNAN, PAISTETTU;FI
29149;ITALIANPATA;FI
29150;MEHU, MEHUJUOMA, PUOLUKKA, LAIMENNETTU;FI
29155;KAAKAORASVA;FI
29156;SUKLAA, VALKOINEN, VALKOSUKLAA;FI
29159;MARGARIINI 40 %, TEOLLINEN TUOTEKESKIARVO;FI
29160;KANANMUNA, KUORINEEN PUNNITTU;FI
29175;JAUHELIHA, NAUDAN, RASVAA 17 %, PAISTETTU ILMAN RASVAA;FI
29180;LIHAKASTIKE, SIANLIHA, VIHANNEKSIA, RUOANVALMISTUSKERMA;FI
29181;SIANLIHASUIKALE, PAISTETTU ÖLJYSSÄ;FI
29182;NAUDANLIHASUIKALE, PAISTETTU ÖLJYSSÄ;FI
29183;LIHAKASTIKE, NAUDANLIHA, VIHANNEKSIA, RUOANVALMISTUSKERMA;FI
29207;SILAKKAFILEE;FI
29208;KUSKUS;FI
29209;KUSKUS, KEITETTY, SUOLAA, ÖLJYÄ;FI
29210;MAITO, KEVYTMAITO, EI LISÄTTY D-VITAMIINIA, LUOMU;FI
29211;MAITO, RASVATON, EI LISÄTTY D-VITAMIINIA, LUOMU;FI
29212;PIIMÄ, RASVATON, EI LISÄTTY D-VITAMIINIA, LUOMU;FI
29215;MEHU, MEHUJUOMA, C-VITAMIINIA;FI
29216;KIISSELI, MEHUKEITTO, 30 MG C-VITAMIINIA;FI
29217;KANGASROUSKU;FI
29219;PINAATTIOHUKAINEN, MAIDOTON;FI
29222;HERNEKEITTO, KASVISHERNEKEITTO;FI
29223;LASAGNE, NAUDANPAISTI;FI
29226;PORONKÄRISTYS, VÄHÄRASVAINEN;FI
29228;JUUSTO, FETAJUUSTO, VUOHENMAITO, ÖLJYSSÄ;FI
29229;PORKKANA, KEITETTY, SUOLATON;FI
29232;SEKALEIPÄ, RIESKA, PERUNA-OHRA, PERUNASOSEJAUHE;FI
29233;MUNKKI, PAISTETTU RYPSIÖLJYSSÄ;FI
29237;LESE, RUISLESE;FI
29238;KEVÄTKÄÄRYLE, KASVISTÄYTE;FI
29239;JUUSTO, MOZZARELLA, RASVAA 20 %, TUOREJUUSTO;FI
29240;KEVÄTKÄÄRYLE, JAUHELIHATÄYTE;FI
29241;RISOTTO, SOIJA-KASVISRISOTTO;FI
29242;KIKHERNE-PERUNAPATA;FI
29247;KALAMUREKE, MAIDOTON;FI
29248;PERUNALAATIKKO, SILAKKALAATIKKO, KEVYTMAITO, EI PEKONIA;FI
29249;PERUNALAATIKKO, SILAKKALAATIKKO, KALALIEMI;FI
29250;KALAKASTIKE, TONNIKALAKASTIKE, TOMAATTINEN;FI
29253;LIHAPULLA, NAUDANPAISTI, UUNISSA PAISTETTU;FI
29254;LINDSTRÖMINPIHVI, NAUDANPAISTI;FI
29255;UUNIKALA, RUOANVALMISTUSKERMA;FI
29256;BROILERIFILEE, JUUSTOTÄYTE, UUNISSA;FI
29257;LASAGNE, BROILERINLIHA;FI
29259;LIHAPULLA, HIRVENLIHA, PAISTETTU VOISSA;FI
29260;VAALEA LEIPÄ, NAANLEIPÄ;FI
29262;LIHAPULLA, HIRVENLIHA, EI KERMAA, PAISTETTU;FI
29263;KIRJOLOHIFILEE, KASVIRASVAKERMA, LEIVITETTY, UUNISSA;FI
29264;LASAGNE, SOIJA-KASVISLASAGNE;FI
29266;KESÄKURPITSA, TÄYTETTY, SOIJA, RIISI;FI
29267;KASVISMINESTRONEKEITTO;FI
29268;KERMAPERUNA, KAHVIKERMA;FI
29269;KERMAPERUNA, KASVIRASVAKERMA;FI
29270;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANPAISTI, LIHALIEMI;FI
29271;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANLIHA, LIHALIEMI;FI
29273;MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANPAISTI, KEVYTMAITO,TUMMA MAKARONI;FI
29275;PERUNA-SIPULILAATIKKO, KASVIRASVAKERMA 15 %;FI
29277;PERUNALAATIKKO, JAUHELIHA-PERUNALAATIKKO, NAUDANPAISTI, LIHALIEMI;FI
29279;HAMPURILAINEN, NAUDANLIHAPIHVI JA VEHNÄSÄMPYLÄ;FI
29283;JAUHELIHAPIHVI, NAUDANLIHA, PAISTETTU;FI
29284;NAUDANLIHAPIHVI, PAISTETTU VOISSA;FI
29285;NAUDANLIHALEIKE, LEIVITETTY, PAISTETTU ÖLJYSSÄ;FI
29286;NAUDANLIHALEIKE, LEIVITETTY, PAISTETTU VOISSA;FI
29289;LIHAMUREKE, NAUDANPAISTI, VESI;FI
29293;LIHAPATA, PALAPAISTI, RUOANVALMISTUSRASVA, KESKIARVO;FI
29294;NELJÄNVILJANPUURO, VESI, SUOLAA;FI
29295;KARJALANPIIRAKKA, PERINTEINEN, VOIDELTU VOILLA;FI
29304;SALAATTI, SALAATTIPÖYDÄN ANTIMET, EI KASTIKETTA;FI
29305;HERNEKEITTO, KESKIRASVAINEN NAUDANLIHA;FI
29306;UUNIBANAANI;FI
29307;KAURAPUURO, VESI, KAURALESEITÄ, SUOLAA;FI
29409;MARGARIINI 60 %, BECEL LAKTOOSITON;FI
29410;HERKKUTATTI;FI
29411;HERKKUTATTI, KOKOON KEITETTY;FI
29412;ÄIDINMAIDONKORVIKE, JAUHE, TUOTEKESKIARVO;FI
29413;ÄIDINMAIDONKORVIKE, KÄYTTÖVALMIS, TUOTEKESKIARVO;FI
29495;(ARC)TÄYSMEHU, C-VITAMIINIA, KESKIARVO;FI
29496;MAKARONI, GLUTEENITON;FI
29497;PASTA, GLUTEENITON, TUOTEKESKIARVO, KEITETTY, SUOLATON;FI
29498;RISOTTO, BROILERIRISOTTO;FI
29499;JAUHO, JAUHOSEOS, LUONTAISESTI GLUTEENITON, RIISI-MAISSI-PERUNA;FI
29500;VANUKAS, RIISIVANUKAS, VANILJARIISI;FI
29501;TONIKKI, TONIC VESI;FI
29510;PALSTERNAKKA, KEITETTY, SUOLATON;FI
29511;JUURISELLERI, KEITETTY, SUOLATON;FI
29682;SEITI, KEITETTY, SUOLATON;FI
29683;KAMPELA, KEITETTY, SUOLATON;FI
29684;TURSKA, KEITETTY, SUOLATON;FI
29685;TÄYSMEHU, LUUMUTÄYSMEHU;FI
29686;KALKKUNA, KEITETTY, SUOLATON;FI
29687;MAKEINEN, SALMIAKKIMAKEINEN;FI
29749;KEKSI, LEIVOSKEKSI, KESKIARVO;FI
29753;KEKSI, PIKKULEIPÄ;FI
29754;KEKSI, PIKKULEIPÄ, PERUNAJAUHOA, FRUKTOOSILLA MAKEUTETTU;FI
29756;KEKSI, SUKLAAKEKSI, TEOLLINEN, KESKIARVO;FI
29759;KEKSI, LASTENKEKSI, KESKIARVO;FI
29760;KEKSI, KAURAKEKSI, TEOLLINEN;FI
29761;KEKSI, VOHVELIKEKSI;FI
29763;KORPPU, SOKERIKORPPU, RASVATON MAITO, TEOLLINEN;FI
29764;KORPPU, SOKERIKORPPU, VESI, TEOLLINEN;FI
29765;KORPPU, SOKERIKORPPU, KEVYTMAITO, KOTITEKOINEN;FI
29766;KORPPU, GRAHAMKORPPU, VESI, TEOLLINEN;FI
29767;KORPPU, GRAHAMKORPPU, MAITO, KOTITEKOINEN;FI
29768;KORPPU, VEHNÄKORPPU, MAITO, TEOLLINEN;FI
29769;KEKSI, SUOLAKEKSI;FI
29770;KEKSI, VOILEIPÄKEKSI, VESIKEKSI;FI
29771;NÄKKILEIPÄ, RUISNÄKKILEIPÄ, KUITUA 17 %;FI
29772;HAPANKORPPU;FI
29775;MURO, MAISSIHIUTALE, SOKERIHUURRETTU;FI
29776;MURO, WEETABIX ORIGINAL, MUROKE, VITAMINOITU;FI
29777;MURO, WEETABIX, BANAANI, MUROKE;FI
29778;MURO, VEHNÄRENGASMURO;FI
29779;MURO, NELJÄNVILJANMURO;FI
29780;MURO, SUKLAAMURO, KESKIARVO;FI
29781;MURO, RIISI-VEHNÄHIUTALE;FI
29782;MURO, LESEMURO, TÄYSJYVÄVEHNÄ;FI
29783;MURO, RIISIMURO;FI
29784;MYSLI, VILJAINEN;FI
29785;MYSLI, PERUS;FI
29787;SEKALEIPÄ, KAURALEIPÄ, VESI;FI
29788;SEKALEIPÄ, OHRALEIPÄ, VESI, HIIVALEIPÄ- OHRA-, VEHNÄJAUHO;FI
29789;VAALEA LEIPÄ, JUUSTOPATONKI;FI
29790;VAALEA LEIPÄ, VALKOSIPULIPATONKI;FI
29791;SEKALEIPÄ, PORKKANALEIPÄ, VESI;FI
29792;SEKALEIPÄ, PORKKANASÄMPYLÄ, VESI;FI
29793;VAALEA LEIPÄ, JUUSTOSÄMPYLÄ, VESI;FI
29794;SEKALEIPÄ, KAURASÄMPYLÄ, VESI;FI
29795;PAAHTOLEIPÄ, VEHNÄ, VESI;FI
29796;PAAHTOLEIPÄ, GRAHAMPAAHTOLEIPÄ, VESI;FI
29797;PAAHTOLEIPÄ, RUISPAAHTOLEIPÄ;FI
29798;SEKALEIPÄ, ROUHELEIPÄ, VAALEA, VESI;FI
29799;SEKALEIPÄ, ROUHESÄMPYLÄ, VESI, VAALEA;FI
29800;SEKALEIPÄ, SÄMPYLÄ, RUISROUHESÄMPYLÄ, VESI;FI
29801;VAALEA LEIPÄ, PERUNARIESKA, TEOLLINEN;FI
29802;SEKALEIPÄ, OHRARIESKA, TEOLLINEN;FI
29803;SEKALEIPÄ, RIESKA, PERUNA-OHRA, VESI, VEHNÄJAUHO, TEOLLINEN;FI
29804;SEKALEIPÄ, VESI, VEHNÄ-, RUISJAUHO, PERUNAHIUTALE;FI
